시군명,기준년월,월별충전액,월별사용액,인센티브율(%)
수원시,2021-09,35895992000.0,28156080000.0,10
수원시,2021-08,30046190000.0,29446103000.0,10
수원시,2021-07,25919121000.0,30400028000.0,10
수원시,2021-06,39592231000.0,35850859000.0,10
수원시,2021-05,26431115000.0,26700384000.0,10
수원시,2021-04,27421284000.0,24984584000.0,10
수원시,2021-03,18927531000.0,22746865000.0,10
수원시,2021-02,22486684000.0,16312959000.0,10
수원시,2021-01,20073612000.0,18991978000.0,10
수원시,2020-12,23074013000.0,20287869000.0,10
수원시,2020-11,20901335000.0,19871655000.0,10
수원시,2020-10,18829900000.0,20931698000.0,10
수원시,2020-09,21953819000.0,20079845000.0,10
수원시,2020-08,12432450000.0,14936520000.0,10
수원시,2020-07,18748065000.0,18318331000.0,10
수원시,2020-06,17209653000.0,15489934000.0,10
수원시,2020-05,17845709000.0,15787540000.0,10
수원시,2020-04,15060595000.0,8229987000.0,10
수원시,2020-03,7967046000.0,4265271000.0,10
수원시,2020-02,2178828000.0,3042140000.0,10
수원시,2020-01,4803386000.0,3644121000.0,10
수원시,2019-12,5005054000.0,3508175000.0,6
수원시,2019-11,1706971000.0,3309251000.0,6
수원시,2019-10,5550020000.0,3240156000.0,6
수원시,2019-09,1372844000.0,2397516000.0,6
수원시,2019-08,3339872000.0,3305846000.0,6
수원시,2019-07,4603370000.0,2782821000.0,6
수원시,2019-06,1344420000.0,2083801000.0,6
수원시,2019-05,5567256000.0,1917645000.0,6
수원시,2019-04,924101000.0,151025000.0,6
수원시,2019-03,,,6
수원시,2019-02,,,6
수원시,2019-01,,,6
시흥시,2022-12,,,10
시흥시,2022-11,,,10
시흥시,2022-10,,,10
시흥시,2022-09,,,10
시흥시,2022-08,,,10
시흥시,2022-07,0.0,0.0,10
시흥시,2022-06,,,10
시흥시,2022-05,,,10
시흥시,2022-04,,,10
시흥시,2022-03,,,10
시흥시,2022-02,,,10
시흥시,2022-01,,,10
시흥시,2021-12,,,10
시흥시,2021-11,,,10
시흥시,2021-10,,,10
시흥시,2021-09,,,10
시흥시,2021-08,,,10
시흥시,2021-07,,,10
시흥시,2021-06,,,10
시흥시,2021-05,,,10
시흥시,2021-04,,,10
시흥시,2021-03,,,10
시흥시,2021-02,,,10
시흥시,2021-01,,,10
시흥시,2020-12,,,10
시흥시,2020-11,,,10
시흥시,2020-10,,,10
시흥시,2020-09,,,10
시흥시,2020-08,,,10
시흥시,2020-07,,,10
시흥시,2020-06,,,10
시흥시,2020-05,,,10
시흥시,2020-04,,,10
시흥시,2020-03,,,10
시흥시,2020-02,,,10
시흥시,2020-01,,,10
시흥시,2019-12,,,6
시흥시,2019-11,,,6
시흥시,2019-10,,,6
시흥시,2019-09,,,6
시흥시,2019-08,,,6
시흥시,2019-07,,,6
시흥시,2019-06,,,6
시흥시,2019-05,,,6
시흥시,2019-04,,,6
시흥시,2019-03,,,6
시흥시,2019-02,,,6
시흥시,2019-01,,,6
안산시,2022-12,6459204000.0,10404834000.0,10
안산시,2022-11,18475978000.0,19416955000.0,10
안산시,2022-10,20648707000.0,20602985000.0,10
안산시,2022-09,20195584000.0,20888001000.0,10
안산시,2022-08,19903724000.0,23149801000.0,10
안산시,2022-07,32014116000.0,29793650000.0,10
안산시,2022-06,25140776000.0,27442473000.0,10
안산시,2022-05,34570959000.0,33330306000.0,10
안산시,2022-04,26637843000.0,26309784000.0,10
안산시,2022-03,23988621000.0,25875977000.0,10
안산시,2022-02,24477496000.0,23570631000.0,10
안산시,2022-01,25796579000.0,27974823000.0,10
안산시,2021-12,27679009000.0,28938730000.0,10
안산시,2021-11,32372822000.0,25240904000.0,10
안산시,2021-10,16002165000.0,15998386000.0,10
안산시,2021-09,16718802000.0,9492455000.0,10
안산시,2021-08,4645221000.0,6802762000.0,10
안산시,2021-07,5481459000.0,15178530000.0,10
안산시,2021-06,39212810000.0,34859513000.0,10
안산시,2021-05,26593614000.0,27091495000.0,10
안산시,2021-04,27176661000.0,25957973000.0,10
안산시,2021-03,21088135000.0,24187223000.0,10
안산시,2021-02,21556181000.0,17026020000.0,10
안산시,2021-01,22651240000.0,18908118000.0,10
안산시,2020-12,7370592000.0,14147481000.0,10
안산시,2020-11,28198480000.0,25955038000.0,10
안산시,2020-10,24471608000.0,25102425000.0,10
안산시,2020-09,25777983000.0,25047208000.0,10
안산시,2020-08,17843945000.0,19984061000.0,10
안산시,2020-07,21188807000.0,20519954000.0,10
안산시,2020-06,18862867000.0,14286233000.0,10
안산시,2020-05,13076645000.0,10221324000.0,10
안산시,2020-04,9215535000.0,7535829000.0,10
안산시,2020-03,6497630000.0,5584480000.0,10
안산시,2020-02,5662230000.0,4414614000.0,10
안산시,2020-01,5766763000.0,4216524000.0,10
안산시,2019-12,4484943000.0,3699223000.0,6
안산시,2019-11,2978537000.0,3096828000.0,6
안산시,2019-10,3490030000.0,2742298000.0,6
안산시,2019-09,2494642000.0,1871789000.0,6
안산시,2019-08,1190963000.0,2201257000.0,6
안산시,2019-07,3227235000.0,2337934000.0,6
안산시,2019-06,1534064000.0,1676041000.0,6
안산시,2019-05,2613431000.0,1191393000.0,6
안산시,2019-04,583352000.0,119657000.0,6
안산시,2019-03,,,6
안산시,2019-02,,,6
안산시,2019-01,,,6
안성시,2022-12,7801778000.0,7374631000.0,10
안성시,2022-11,5912169000.0,7552067000.0,10
안성시,2022-10,11476701000.0,9060957000.0,10
안성시,2022-09,7420159000.0,7361469000.0,10
안성시,2022-08,5780424000.0,6704197000.0,10
안성시,2022-07,5946353000.0,7996614000.0,10
안성시,2022-06,10852413000.0,7622944000.0,10
안성시,2022-05,7408342000.0,7213790000.0,10
안성시,2022-04,5657783000.0,5712496000.0,10
안성시,2022-03,5317766000.0,5499906000.0,10
안성시,2022-02,4418387000.0,4785776000.0,10
안성시,2022-01,5864198000.0,5644179000.0,10
안성시,2021-12,4738584000.0,6514305000.0,10
안성시,2021-11,7226487000.0,5054711000.0,10
안성시,2021-10,4114775000.0,4148532000.0,10
안성시,2021-09,4111165000.0,3840488000.0,10
안성시,2021-08,4986330000.0,5307145000.0,10
안성시,2021-07,5462961000.0,6053622000.0,10
안성시,2021-06,10253016000.0,9465799000.0,10
안성시,2021-05,6604957000.0,6181891000.0,10
안성시,2021-04,6790187000.0,6627621000.0,10
안성시,2021-03,5307201000.0,6057487000.0,10
안성시,2021-02,5682171000.0,4467279000.0,10
안성시,2021-01,4602215000.0,5456835000.0,10
안성시,2020-12,6977812000.0,6041206000.0,10
안성시,2020-11,5662632000.0,5453754000.0,10
안성시,2020-10,4887867000.0,5116759000.0,10
안성시,2020-09,5295759000.0,5242438000.0,10
안성시,2020-08,3370742000.0,4194658000.0,10
안성시,2020-07,4979607000.0,4253610000.0,10
안성시,2020-06,3646703000.0,3155916000.0,10
안성시,2020-05,2845198000.0,2280185000.0,10
안성시,2020-04,2776812000.0,1390500000.0,10
안성시,2020-03,734522000.0,1140927000.0,10
안성시,2020-02,1669644000.0,1008571000.0,10
안성시,2020-01,708225000.0,1088321000.0,10
안성시,2019-12,1560644000.0,1255819000.0,6
안성시,2019-11,971395000.0,1156531000.0,6
안성시,2019-10,1413092000.0,1118977000.0,6
안성시,2019-09,933084000.0,876813000.0,6
안성시,2019-08,807575000.0,911541000.0,6
안성시,2019-07,855696000.0,941521000.0,6
안성시,2019-06,782853000.0,783255000.0,6
안성시,2019-05,810440000.0,831924000.0,6
안성시,2019-04,1804331000.0,632725000.0,6
안성시,2019-03,,,6
안성시,2019-02,,,6
안성시,2019-01,,,6
안양시,2022-12,19121946000.0,17178850000.0,10
안양시,2022-11,16174381000.0,16129312000.0,10
안양시,2022-10,17808574000.0,17195873000.0,10
안양시,2022-09,17722156000.0,17190503000.0,10
안양시,2022-08,16315053000.0,17432626000.0,10
안양시,2022-07,20699403000.0,18740868000.0,10
안양시,2022-06,16790593000.0,15265779000.0,10
안양시,2022-05,15304981000.0,16348217000.0,10
안양시,2022-04,16062731000.0,15694336000.0,10
안양시,2022-03,15229342000.0,14803463000.0,10
안양시,2022-02,13616142000.0,12533921000.0,10
안양시,2022-01,13803394000.0,14314307000.0,10
안양시,2021-12,13843903000.0,13262220000.0,10
안양시,2021-11,15435522000.0,10502280000.0,10
안양시,2021-10,5036044000.0,6195413000.0,10
안양시,2021-09,6119026000.0,8498984000.0,10
안양시,2021-08,15750949000.0,13417313000.0,10
안양시,2021-07,12393013000.0,14098941000.0,10
안양시,2021-06,18086152000.0,15676169000.0,10
안양시,2021-05,11550885000.0,11226007000.0,10
안양시,2021-04,12027434000.0,10196965000.0,10
안양시,2021-03,8057089000.0,8724535000.0,10
안양시,2021-02,7897018000.0,6253832000.0,10
안양시,2021-01,7045307000.0,7526125000.0,10
안양시,2020-12,9778849000.0,7978099000.0,10
안양시,2020-11,8133476000.0,7378897000.0,10
안양시,2020-10,7079945000.0,7298065000.0,10
안양시,2020-09,7571997000.0,6838623000.0,10
안양시,2020-08,4399286000.0,4849452000.0,10
안양시,2020-07,5276632000.0,5024370000.0,10
안양시,2020-06,3966595000.0,3543944000.0,10
안양시,2020-05,5164938000.0,3812458000.0,10
안양시,2020-04,3377332000.0,1811182000.0,10
안양시,2020-03,1477750000.0,731065000.0,10
안양시,2020-02,158693000.0,424645000.0,10
안양시,2020-01,171461000.0,850252000.0,10
안양시,2019-12,1808695000.0,943512000.0,6
안양시,2019-11,199250000.0,826544000.0,6
안양시,2019-10,1795750000.0,723214000.0,6
안양시,2019-09,173000000.0,441185000.0,6
안양시,2019-08,227500000.0,868315000.0,6
안양시,2019-07,1845500000.0,792616000.0,6
안양시,2019-06,308500000.0,547073000.0,6
안양시,2019-05,1509000000.0,542444000.0,6
안양시,2019-04,293500000.0,4220000.0,6
안양시,2019-03,,,6
안양시,2019-02,,,6
안양시,2019-01,,,6
양주시,2022-12,8881620000.0,7068824000.0,10
양주시,2022-11,4818085000.0,5484319000.0,10
양주시,2022-10,6456665000.0,7183738000.0,10
양주시,2022-09,8263372000.0,7585835000.0,10
양주시,2022-08,7441875000.0,7783166000.0,10
양주시,2022-07,8055640000.0,9212975000.0,10
양주시,2022-06,9551424000.0,5963018000.0,10
양주시,2022-05,5488231000.0,6095851000.0,10
양주시,2022-04,5916245000.0,6089456000.0,10
양주시,2022-03,6306028000.0,6155178000.0,10
양주시,2022-02,4942617000.0,5066453000.0,10
양주시,2022-01,5636460000.0,5880923000.0,10
양주시,2021-12,6126581000.0,5856876000.0,10
양주시,2021-11,6241712000.0,5070301000.0,10
양주시,2021-10,3288112000.0,3580516000.0,10
양주시,2021-09,4131427000.0,3330819000.0,10
양주시,2021-08,4541152000.0,4537909000.0,10
양주시,2021-07,4104428000.0,4993654000.0,10
양주시,2021-06,6368549000.0,5992151000.0,10
양주시,2021-05,4902017000.0,4822575000.0,10
양주시,2021-04,5022788000.0,4655205000.0,10
양주시,2021-03,3470567000.0,4063023000.0,10
양주시,2021-02,3394909000.0,2614832000.0,10
양주시,2021-01,2831340000.0,3448906000.0,10
양주시,2020-12,4690113000.0,3738897000.0,10
양주시,2020-11,3509422000.0,3383709000.0,10
양주시,2020-10,3155274000.0,3527213000.0,10
양주시,2020-09,3503381000.0,3426835000.0,10
양주시,2020-08,2397948000.0,2956848000.0,10
양주시,2020-07,3831679000.0,3422433000.0,10
양주시,2020-06,2810880000.0,2635225000.0,10
양주시,2020-05,2698361000.0,2267605000.0,10
양주시,2020-04,2079792000.0,1678016000.0,10
양주시,2020-03,1681244000.0,1474814000.0,10
양주시,2020-02,1629848000.0,1251575000.0,10
양주시,2020-01,1173914000.0,1299145000.0,10
양주시,2019-12,1531699000.0,1249299000.0,6
양주시,2019-11,952888000.0,1121194000.0,6
양주시,2019-10,1514663000.0,1102046000.0,6
양주시,2019-09,933524000.0,918677000.0,6
양주시,2019-08,856207000.0,1053207000.0,6
양주시,2019-07,1312669000.0,1017916000.0,6
양주시,2019-06,695342000.0,775029000.0,6
양주시,2019-05,1159251000.0,750973000.0,6
양주시,2019-04,857718000.0,293528000.0,6
양주시,2019-03,198393000.0,10361000.0,6
양주시,2019-02,,,6
양주시,2019-01,,,6
양평군,2022-12,8466673000.0,7803622000.0,10
양평군,2022-11,6790564000.0,7365339000.0,10
양평군,2022-10,9595124000.0,8098281000.0,10
양평군,2022-09,8193964000.0,7771119000.0,10
양평군,2022-08,6029732000.0,6936291000.0,10
양평군,2022-07,6929339000.0,9096210000.0,10
양평군,2022-06,11136427000.0,6871761000.0,10
양평군,2022-05,5876188000.0,5961573000.0,10
양평군,2022-04,5977421000.0,5960865000.0,10
양평군,2022-03,5645309000.0,5704089000.0,10
양평군,2022-02,5048898000.0,5026902000.0,10
양평군,2022-01,5663115000.0,6051375000.0,10
양평군,2021-12,6984257000.0,7044435000.0,10
양평군,2021-11,5629003000.0,5103621000.0,10
양평군,2021-10,4286858000.0,4273040000.0,10
양평군,2021-09,4195873000.0,3965548000.0,10
양평군,2021-08,5295397000.0,5369871000.0,10
양평군,2021-07,5439457000.0,5512555000.0,10
양평군,2021-06,5738922000.0,5872457000.0,10
양평군,2021-05,5250498000.0,5993602000.0,10
양평군,2021-04,7101787000.0,7668377000.0,10
양평군,2021-03,8513363000.0,6740183000.0,10
양평군,2021-02,4462006000.0,3998809000.0,10
양평군,2021-01,4616132000.0,4771116000.0,10
양평군,2020-12,4525305000.0,5907339000.0,10
양평군,2020-11,6538877000.0,5779551000.0,10
양평군,2020-10,5697470000.0,4171621000.0,10
양평군,2020-09,4550837000.0,4297598000.0,10
양평군,2020-08,3215380000.0,3253873000.0,10
양평군,2020-07,3227473000.0,3311858000.0,10
양평군,2020-06,2709206000.0,2573277000.0,10
양평군,2020-05,2315457000.0,2077052000.0,10
양평군,2020-04,2164797000.0,1803907000.0,10
양평군,2020-03,1915783000.0,1849147000.0,10
양평군,2020-02,1609408000.0,1563165000.0,10
양평군,2020-01,1637036000.0,1414301000.0,10
양평군,2019-12,1013003000.0,1160143000.0,6
양평군,2019-11,1446367000.0,1435944000.0,6
양평군,2019-10,1518279000.0,1352832000.0,6
양평군,2019-09,1235291000.0,1170306000.0,6
양평군,2019-08,1164071000.0,1171115000.0,6
양평군,2019-07,1264227000.0,1092636000.0,6
양평군,2019-06,779032000.0,726280000.0,6
양평군,2019-05,848719000.0,498041000.0,6
양평군,2019-04,182459000.0,52536000.0,6
양평군,2019-03,,,6
양평군,2019-02,,,6
양평군,2019-01,,,6
여주시,2022-12,5093779000.0,4996910000.0,10
여주시,2022-11,4578759000.0,5316537000.0,10
여주시,2022-10,4612835000.0,6151152000.0,10
여주시,2022-09,9421011000.0,6838275000.0,10
여주시,2022-08,4550225000.0,5352053000.0,10
여주시,2022-07,5038293000.0,6750979000.0,10
여주시,2022-06,7866902000.0,7031840000.0,10
여주시,2022-05,6630096000.0,4471137000.0,10
여주시,2022-04,4350401000.0,4390345000.0,10
여주시,2022-03,4058948000.0,4176986000.0,10
여주시,2022-02,3232529000.0,3600808000.0,10
여주시,2022-01,3916282000.0,4953645000.0,10
여주시,2021-12,3552271000.0,6484355000.0,10
여주시,2021-11,9670906000.0,4263498000.0,10
여주시,2021-10,2896792000.0,2882447000.0,10
여주시,2021-09,2575251000.0,2699340000.0,10
여주시,2021-08,3726872000.0,3446441000.0,10
여주시,2021-07,3344438000.0,3528881000.0,10
여주시,2021-06,3665448000.0,3536312000.0,10
여주시,2021-05,3077296000.0,3131154000.0,10
여주시,2021-04,3226495000.0,3084363000.0,10
여주시,2021-03,2518119000.0,2734866000.0,10
여주시,2021-02,1903007000.0,2020585000.0,10
여주시,2021-01,2304987000.0,2573363000.0,10
여주시,2020-12,3067630000.0,3017178000.0,10
여주시,2020-11,2454130000.0,3167651000.0,10
여주시,2020-10,2293352000.0,3819060000.0,10
여주시,2020-09,7305423000.0,3790294000.0,10
여주시,2020-08,1600221000.0,1794943000.0,10
여주시,2020-07,2102508000.0,1928818000.0,10
여주시,2020-06,1615056000.0,1517746000.0,10
여주시,2020-05,1506648000.0,1395963000.0,10
여주시,2020-04,1385591000.0,1071248000.0,10
여주시,2020-03,978128000.0,887242000.0,10
여주시,2020-02,874298000.0,752630000.0,10
여주시,2020-01,905921000.0,742400000.0,10
여주시,2019-12,775816000.0,628414000.0,6
여주시,2019-11,459288000.0,438656000.0,6
여주시,2019-10,527412000.0,383929000.0,6
여주시,2019-09,273927000.0,278249000.0,6
여주시,2019-08,236932000.0,316517000.0,6
여주시,2019-07,470931000.0,331964000.0,6
여주시,2019-06,204306000.0,229702000.0,6
여주시,2019-05,352931000.0,233277000.0,6
여주시,2019-04,232163000.0,58221000.0,6
여주시,2019-03,,,6
여주시,2019-02,,,6
여주시,2019-01,,,6
연천군,2022-12,2529292000.0,2316385000.0,10
연천군,2022-11,1848776000.0,2370607000.0,10
연천군,2022-10,1231140000.0,1234794000.0,10
연천군,2022-09,3594102000.0,2158616000.0,10
연천군,2022-08,1911608000.0,2565510000.0,10
연천군,2022-07,4583355000.0,3612955000.0,10
연천군,2022-06,1809273000.0,2039263000.0,10
연천군,2022-05,2218567000.0,1353751000.0,10
연천군,2022-04,1308633000.0,1294944000.0,10
연천군,2022-03,1200596000.0,1237353000.0,10
연천군,2022-02,949450000.0,1120625000.0,10
연천군,2022-01,1334330000.0,1427595000.0,10
연천군,2021-12,1849192000.0,1634875000.0,10
연천군,2021-11,1249018000.0,1046947000.0,10
연천군,2021-10,876249000.0,901088000.0,10
연천군,2021-09,935604000.0,933931000.0,10
연천군,2021-08,1103899000.0,1125286000.0,10
연천군,2021-07,1090614000.0,1208780000.0,10
연천군,2021-06,1302894000.0,1357331000.0,10
연천군,2021-05,1256961000.0,1016166000.0,10
연천군,2021-04,957571000.0,878183000.0,10
연천군,2021-03,631018000.0,715741000.0,10
연천군,2021-02,597385000.0,608880000.0,10
연천군,2021-01,787564000.0,713696000.0,10
연천군,2020-12,835644000.0,742695000.0,10
연천군,2020-11,716380000.0,709171000.0,10
연천군,2020-10,612653000.0,658179000.0,10
연천군,2020-09,701049000.0,666673000.0,10
연천군,2020-08,488162000.0,546308000.0,10
연천군,2020-07,583525000.0,638324000.0,10
연천군,2020-06,525743000.0,454039000.0,10
연천군,2020-05,583292000.0,572176000.0,10
연천군,2020-04,566886000.0,520099000.0,10
연천군,2020-03,420566000.0,411900000.0,10
연천군,2020-02,378915000.0,418977000.0,10
연천군,2020-01,550993000.0,468822000.0,10
연천군,2019-12,588724000.0,399755000.0,6
연천군,2019-11,318329000.0,358897000.0,6
연천군,2019-10,416897000.0,379401000.0,6
연천군,2019-09,395582000.0,69717000.0,6
연천군,2019-08,346478000.0,561089000.0,6
연천군,2019-07,363698000.0,271917000.0,6
연천군,2019-06,285454000.0,141752000.0,6
연천군,2019-05,36993000.0,1224000.0,6
연천군,2019-04,,,6
연천군,2019-03,,,6
연천군,2019-02,,,6
연천군,2019-01,,,6
오산시,2022-12,7631972000.0,5690000000.0,10
오산시,2022-11,3761449000.0,4269453000.0,10
오산시,2022-10,6768953000.0,6683967000.0,10
오산시,2022-09,7599164000.0,7569123000.0,10
오산시,2022-08,8444470000.0,8810029000.0,10
오산시,2022-07,11562233000.0,9729204000.0,10
오산시,2022-06,7221726000.0,7444589000.0,10
오산시,2022-05,7918539000.0,9124295000.0,10
오산시,2022-04,9573659000.0,9538489000.0,10
오산시,2022-03,9335572000.0,9403177000.0,10
오산시,2022-02,8155674000.0,8241978000.0,10
오산시,2022-01,8590751000.0,9857907000.0,10
오산시,2021-12,10480280000.0,10444947000.0,10
오산시,2021-11,11793558000.0,9104429000.0,10
오산시,2021-10,5531441000.0,5272458000.0,10
오산시,2021-09,3977297000.0,4792794000.0,10
오산시,2021-08,7544747000.0,8920184000.0,10
오산시,2021-07,11583025000.0,11397228000.0,10
오산시,2021-06,13004557000.0,12522963000.0,10
오산시,2021-05,9951367000.0,10392812000.0,10
오산시,2021-04,10478118000.0,10565089000.0,10
오산시,2021-03,10582842000.0,10697475000.0,10
오산시,2021-02,7740070000.0,6353929000.0,10
오산시,2021-01,7185350000.0,7671453000.0,10
오산시,2020-12,9152554000.0,8180029000.0,10
오산시,2020-11,7498464000.0,7135234000.0,10
오산시,2020-10,6527503000.0,6916165000.0,10
오산시,2020-09,7542900000.0,7244711000.0,10
오산시,2020-08,5805637000.0,5204294000.0,10
오산시,2020-07,4222140000.0,5654460000.0,10
오산시,2020-06,6245973000.0,4680298000.0,10
오산시,2020-05,4115448000.0,3207688000.0,10
오산시,2020-04,3117247000.0,2291339000.0,10
오산시,2020-03,1941929000.0,1611446000.0,10
오산시,2020-02,1608132000.0,1371133000.0,10
오산시,2020-01,1782982000.0,1367017000.0,10
오산시,2019-12,1744017000.0,1158806000.0,6
오산시,2019-11,577092000.0,829991000.0,6
오산시,2019-10,976912000.0,843401000.0,6
오산시,2019-09,1036998000.0,715056000.0,6
오산시,2019-08,410670000.0,632283000.0,6
오산시,2019-07,839823000.0,625889000.0,6
오산시,2019-06,347162000.0,556817000.0,6
오산시,2019-05,1142898000.0,574244000.0,6
오산시,2019-04,305350000.0,81128000.0,6
오산시,2019-03,,,6
오산시,2019-02,,,6
오산시,2019-01,,,6
용인시,2022-12,31090274000.0,29227909000.0,10
용인시,2022-11,25587858000.0,27971305000.0,10
용인시,2022-10,30541007000.0,29426167000.0,10
용인시,2022-09,36166604000.0,26942975000.0,10
용인시,2022-08,19774812000.0,25128999000.0,10
용인시,2022-07,28341160000.0,29666479000.0,10
용인시,2022-06,32121935000.0,28498919000.0,10
용인시,2022-05,28100543000.0,30166775000.0,10
용인시,2022-04,30988369000.0,31158796000.0,10
용인시,2022-03,31332521000.0,29008313000.0,10
용인시,2022-02,18346332000.0,24437933000.0,10
용인시,2022-01,40313838000.0,32251081000.0,10
용인시,2021-12,25918535000.0,26265986000.0,10
용인시,2021-11,27893297000.0,21318227000.0,10
용인시,2021-10,10123081000.0,8993382000.0,10
용인시,2021-09,14709451000.0,17000517000.0,10
용인시,2021-08,25744388000.0,26710014000.0,10
용인시,2021-07,25628168000.0,30261911000.0,10
용인시,2021-06,35669612000.0,33556172000.0,10
용인시,2021-05,29564782000.0,27831068000.0,10
용인시,2021-04,29468900000.0,26457002000.0,10
용인시,2021-03,22501859000.0,23874655000.0,10
용인시,2021-02,20271369000.0,15622752000.0,10
용인시,2021-01,21857304000.0,17042211000.0,10
용인시,2020-12,12873555000.0,13692287000.0,10
용인시,2020-11,18248514000.0,17446438000.0,10
용인시,2020-10,16837933000.0,18342834000.0,10
용인시,2020-09,18206706000.0,16973199000.0,10
용인시,2020-08,10857851000.0,12715453000.0,10
용인시,2020-07,16461789000.0,16032451000.0,10
용인시,2020-06,14282076000.0,12874714000.0,10
용인시,2020-05,13264697000.0,10642997000.0,10
용인시,2020-04,10157656000.0,6129972000.0,10
용인시,2020-03,4982018000.0,3672252000.0,10
용인시,2020-02,3361100000.0,2783503000.0,10
용인시,2020-01,4286526000.0,3294777000.0,10
용인시,2019-12,3778756000.0,2599401000.0,6
용인시,2019-11,1341027000.0,2460996000.0,6
용인시,2019-10,3541329000.0,2475938000.0,6
용인시,2019-09,2851679000.0,1866233000.0,6
용인시,2019-08,1065818000.0,2049597000.0,6
용인시,2019-07,3105145000.0,1845927000.0,6
용인시,2019-06,983380000.0,1596519000.0,6
용인시,2019-05,3419623000.0,986873000.0,6
용인시,2019-04,685295000.0,78578000.0,6
용인시,2019-03,,,6
용인시,2019-02,,,6
용인시,2019-01,,,6
의왕시,2022-12,4463019000.0,3946641000.0,10
의왕시,2022-11,2719160000.0,3887671000.0,10
의왕시,2022-10,5562037000.0,5128391000.0,10
의왕시,2022-09,5386915000.0,5198013000.0,10
의왕시,2022-08,5169872000.0,5286809000.0,10
의왕시,2022-07,6948793000.0,5873700000.0,10
의왕시,2022-06,5253565000.0,5128269000.0,10
의왕시,2022-05,5126403000.0,5416673000.0,10
의왕시,2022-04,5174427000.0,5020077000.0,10
의왕시,2022-03,4887392000.0,4746711000.0,10
의왕시,2022-02,4081659000.0,3933117000.0,10
의왕시,2022-01,4270993000.0,4639164000.0,10
의왕시,2021-12,4535105000.0,4346050000.0,10
의왕시,2021-11,4607181000.0,3545172000.0,10
의왕시,2021-10,2346843000.0,2353907000.0,10
의왕시,2021-09,2808216000.0,2775623000.0,10
의왕시,2021-08,3492512000.0,3686397000.0,10
의왕시,2021-07,3919767000.0,4312116000.0,10
의왕시,2021-06,5404342000.0,4683517000.0,10
의왕시,2021-05,3529485000.0,3460999000.0,10
의왕시,2021-04,3604177000.0,3082382000.0,10
의왕시,2021-03,2434377000.0,2731971000.0,10
의왕시,2021-02,2491445000.0,1891174000.0,10
의왕시,2021-01,2233364000.0,2316505000.0,10
의왕시,2020-12,2823495000.0,2209136000.0,10
의왕시,2020-11,2232009000.0,1970020000.0,10
의왕시,2020-10,2014705000.0,2108495000.0,10
의왕시,2020-09,2166563000.0,1962438000.0,10
의왕시,2020-08,1247783000.0,1430494000.0,10
의왕시,2020-07,1553640000.0,1491008000.0,10
의왕시,2020-06,1204776000.0,1155495000.0,10
의왕시,2020-05,1573650000.0,1103479000.0,10
의왕시,2020-04,985907000.0,608455000.0,10
의왕시,2020-03,691978000.0,451880000.0,10
의왕시,2020-02,223442000.0,366635000.0,10
의왕시,2020-01,545033000.0,388718000.0,10
의왕시,2019-12,487104000.0,244735000.0,6
의왕시,2019-11,54250000.0,231644000.0,6
의왕시,2019-10,483750000.0,179232000.0,6
의왕시,2019-09,30500000.0,110004000.0,6
의왕시,2019-08,60750000.0,234507000.0,6
의왕시,2019-07,482500000.0,211693000.0,6
의왕시,2019-06,86500000.0,159524000.0,6
의왕시,2019-05,439750000.0,123623000.0,6
의왕시,2019-04,,,6
의왕시,2019-03,,,6
의왕시,2019-02,,,6
의왕시,2019-01,,,6
의정부시,2022-12,10274346000.0,10020769000.0,10
의정부시,2022-11,9109882000.0,9867110000.0,10
의정부시,2022-10,11303949000.0,11031783000.0,10
의정부시,2022-09,10648071000.0,11234922000.0,10
의정부시,2022-08,10502084000.0,12252875000.0,10
의정부시,2022-07,16700961000.0,15088201000.0,10
의정부시,2022-06,12577309000.0,9798068000.0,10
의정부시,2022-05,9599334000.0,10542089000.0,10
의정부시,2022-04,10953860000.0,10190699000.0,10
의정부시,2022-03,9957104000.0,9631340000.0,10
의정부시,2022-02,8451975000.0,8163766000.0,10
의정부시,2022-01,9465126000.0,9746113000.0,10
의정부시,2021-12,8612715000.0,9320692000.0,10
의정부시,2021-11,9870062000.0,8723503000.0,10
의정부시,2021-10,7042593000.0,7127436000.0,10
의정부시,2021-09,7200030000.0,6897114000.0,10
의정부시,2021-08,9190139000.0,9027677000.0,10
의정부시,2021-07,8078123000.0,9662559000.0,10
의정부시,2021-06,12494209000.0,11115906000.0,10
의정부시,2021-05,8549959000.0,8559135000.0,10
의정부시,2021-04,9076447000.0,8167610000.0,10
의정부시,2021-03,6616581000.0,7930847000.0,10
의정부시,2021-02,8238511000.0,5773807000.0,10
의정부시,2021-01,5425432000.0,5429189000.0,10
의정부시,2020-12,6586938000.0,6113738000.0,10
의정부시,2020-11,6387875000.0,6024196000.0,10
의정부시,2020-10,5722700000.0,6058683000.0,10
의정부시,2020-09,6186426000.0,5754601000.0,10
의정부시,2020-08,3544572000.0,4258150000.0,10
의정부시,2020-07,5615538000.0,5038198000.0,10
의정부시,2020-06,3906858000.0,3776461000.0,10
의정부시,2020-05,4900168000.0,3905255000.0,10
의정부시,2020-04,2879002000.0,1960736000.0,10
의정부시,2020-03,1644140000.0,1553931000.0,10
의정부시,2020-02,1451096000.0,1447647000.0,10
의정부시,2020-01,1562611000.0,1722993000.0,10
의정부시,2019-12,2341192000.0,1562841000.0,6
의정부시,2019-11,995490000.0,1497901000.0,6
