사고연도,사고일자,사고시간,노선명,사고발생이정,방향,사망,부상
2024년,2024-03-16,03:42,중부선,364,하남,0,1
2024년,2024-03-16,04:30,중부내륙선,253.4,창원,0,1
2024년,2024-03-16,13:38,경부선,358.7,서울,0,2
2024년,2024-03-18,14:28,경부선,32,서울,0,1
2024년,2024-03-19,21:39,호남선의 지선,23,대전,0,1
2024년,2024-03-20,03:39,서해안선,281.4,서울,0,0
2024년,2024-03-20,10:15,중부내륙선,271,양평,0,2
2024년,2024-03-21,20:56,청주영덕선,35,청주,0,1
2024년,2024-03-26,13:11,영동선,79.3,강릉,0,1
2024년,2024-03-28,04:40,남해선,137,부산,0,1
2024년,2024-03-30,11:31,순천완주선,112.47,완주,0,1
2024년,2024-03-31,18:29,경부선,171,부산,0,1
2024년,2024-04-01,17:42,영동선,205,강릉,0,1
2024년,2024-04-02,08:40,남해선,100.3,순천,0,1
2024년,2024-04-03,01:08,중부선,362.5,통영,0,1
2024년,2024-04-03,13:56,호남선,154.8,천안,0,1
2024년,2024-04-09,15:50,광주대구선,152,대구,0,1
2024년,2024-04-09,20:57,함양울산선,131.2,밀양,0,2
2024년,2024-04-09,23:08,중부내륙선,36.4,양평,1,0
2024년,2024-04-11,07:38,울산선,1.9,울산,0,0
2024년,2024-04-16,07:05,동해선,8.4,근덕,0,1
2024년,2024-04-16,14:40,경부선,118.7,부산,0,1
2024년,2024-04-20,05:42,영동선,35.2,인천,0,1
2024년,2024-04-20,07:45,중부선,160.3,통영,0,1
2024년,2024-04-21,07:58,경부선,11.1,부산,0,1
2024년,2024-04-26,02:48,경부선,130,부산,0,0
2024년,2024-04-27,12:20,광주대구선,73.8,대구,0,1
2024년,2024-04-27,14:23,영동선,37.8,인천,0,0
2024년,2024-04-30,18:32,호남선,151,순천,0,1
2024년,2024-05-01,16:13,중부내륙선,174.5,양평,0,1
2024년,2024-05-02,05:14,서천공주선,50.4,서천,0,1
2024년,2024-05-03,05:48,중부내륙선,273,창원,0,0
2024년,2024-05-04,03:51,중부내륙선,187.6,양평,0,1
2024년,2024-05-04,06:59,중부선,325,하남,0,1
2024년,2024-05-04,09:49,중부선,328,통영,0,0
2024년,2024-05-09,14:20,영동선,154,인천,0,3
2024년,2024-05-11,04:40,영동선,107.7,강릉,0,1
2024년,2024-05-11,13:37,순천완주선,90,완주,0,2
2024년,2024-05-17,02:42,중부내륙선,116.8,양평,0,1
2024년,2024-05-17,03:50,영동선,67.1,인천,0,1
2024년,2024-05-18,01:18,중부내륙선,158.1,양평,1,0
2024년,2024-05-20,18:19,서해안선,331.5,서울,0,0
2024년,2024-05-21,06:51,서울양양선,103.1,양양,0,0
2024년,2024-05-21,14:55,제2경인선,0.8,인천,1,0
2024년,2024-05-21,16:40,중부선,361.5,하남,0,1
2024년,2024-05-22,22:34,함양울산선,125.8,울산,0,1
2024년,2024-05-23,19:23,영동선,58.8,인천,0,1
2024년,2024-05-24,01:05,중부내륙선,21,양평,0,0
2024년,2024-05-28,21:45,영동선,51,인천,0,1
2024년,2024-05-29,15:29,함양울산선,115.1,밀양,0,1
2024년,2024-05-30,15:40,서해안선,199.5,목포,0,0
2024년,2024-06-02,01:10,호남선의 지선,19.5,대전,0,0
2024년,2024-06-02,14:27,영동선,190.8,인천,0,7
2024년,2024-06-03,04:35,경부선,164,부산,0,1
2024년,2024-06-04,06:15,경부선,369,서울,0,1
2024년,2024-06-10,12:17,서해안선,255.7,목포,0,0
2024년,2024-06-11,22:24,서해안선,145.8,서울,1,0
2024년,2024-06-12,04:20,남해선,113.1,순천,0,0
2024년,2024-06-13,01:47,경부선,196,부산,0,1
2024년,2024-06-13,06:45,서해안선,64,목포,0,0
2024년,2024-06-14,03:05,중부내륙선,234.3,창원,0,1
2024년,2024-06-14,17:20,제2중부선,342.6,하남,0,0
2024년,2024-06-15,04:20,광주대구선,127,대구,0,2
2024년,2024-06-16,00:36,서해안선,138.9,목포,0,0
2024년,2024-06-22,01:18,중부내륙선,164.4,양평,0,1
2024년,2024-06-25,03:28,중부선,272.1,하남,1,0
2024년,2024-06-26,19:48,남해제2지선,5.8,김해,0,1
2024년,2024-06-27,15:48,평택제천선,1.6,평택,0,1
2024년,2024-07-01,15:05,경부선,386.4,부산,0,0
2024년,2024-07-04,01:40,호남선,173,순천,0,0
2024년,2024-07-11,00:40,경부선,355,부산,0,1
2024년,2024-07-11,12:02,중부내륙선,174.6,양평,1,0
2024년,2024-07-15,03:15,서울양양선,80,서울,0,2
2024년,2024-07-15,13:35,중부내륙선,144.5,창원,1,0
2024년,2024-07-17,14:26,중부내륙선의 지선,14.5,대구,0,0
2024년,2024-07-17,22:26,중부선,322.3,통영,0,0
2024년,2024-07-18,00:07,서해안선,16.9,목포,0,0
2024년,2024-07-19,10:41,영동선,131.4,강릉,0,2
2024년,2024-07-21,21:42,영동선,207,강릉,0,1
2024년,2024-07-22,04:58,서울양양선,45.3,서울,0,0
2024년,2024-07-22,13:38,남해선,69.8,영암,0,0
2024년,2024-07-26,00:59,중부선,271.9,하남,1,0
2024년,2024-07-28,04:45,평택제천선,19.7,제천,0,1
2024년,2024-07-28,22:21,서울양양선,124,양양,0,1
2024년,2024-07-29,02:30,경부선,131,부산,0,1
2024년,2024-08-01,05:05,중부선,353,하남,0,1
2024년,2024-08-01,17:20,경부선,369.6,서울,0,2
2024년,2024-08-02,11:44,중부선,354.4,하남,1,0
2024년,2024-08-02,14:42,서해안선,104,서울,0,1
2024년,2024-08-04,08:25,남해선,120.4,순천,0,1
2024년,2024-08-06,03:27,당진대전선,65,대전,0,0
2024년,2024-08-06,16:08,무안광주선,16.5,무안,1,0
2024년,2024-08-06,18:41,중앙선,125.2,부산,0,1
2024년,2024-08-08,12:31,무안광주선,36.7,광주,0,1
2024년,2024-08-09,09:43,익산장수선,43,장수,0,1
2024년,2024-08-10,09:00,경부선,38,서울,0,0
2024년,2024-08-12,08:13,순천완주선,52.2,순천,0,1
2024년,2024-08-12,09:40,남해선,83.1,부산,0,1
2024년,2024-08-13,05:05,중부선,110.1,하남,0,1
2024년,2024-08-13,15:42,중부선,108,하남,0,1
2024년,2024-08-14,09:25,대구포항선,0.1,대구,0,0
2024년,2024-08-14,12:40,중앙선,340.6,춘천,0,1
2024년,2024-08-16,03:39,호남선,15.5,천안,0,1
2024년,2024-08-16,15:17,영동선,180.3,인천,0,3
2024년,2024-08-19,09:50,평택제천선,115.6,제천,0,1
2024년,2024-08-24,05:40,영동선,160.1,강릉,0,1
2024년,2024-08-27,03:25,영동선,78.6,강릉,0,2
2024년,2024-08-29,13:39,호남선,164.6,순천,0,0
2024년,2024-08-30,06:59,경부선,5,서울,0,1
2024년,2024-08-31,00:48,중앙선,7.1,춘천,0,0
2024년,2024-09-02,15:35,서울양양선,32.8,양양,0,1
2024년,2024-09-03,16:00,경부선,364,서울,0,1
2024년,2024-09-03,22:02,중부내륙선,111.9,창원,1,1
2024년,2024-09-04,08:00,수도권제1순환선,114.2,판교,0,1
2024년,2024-09-04,14:30,경부선,275.8,서울,0,1
2024년,2024-09-05,23:20,영동선,74,강릉,1,0
2024년,2024-09-06,02:07,중부선,306.4,통영,0,0
2024년,2024-09-09,01:02,서해안선,285,목포,0,1
2024년,2024-09-09,15:16,경부선,108.3,서울,0,1
2024년,2024-09-10,20:59,중부내륙선,209.5,양평,1,2
2024년,2024-09-11,01:12,남해선,149.5,순천,0,1
2024년,2024-09-11,04:51,서해안선,102.2,목포,0,1
2024년,2024-09-12,13:30,영동선,57.7,강릉,0,0
2024년,2024-09-14,06:52,남해제2지선,11.2,김해,0,22
2024년,2024-09-14,18:21,중부내륙선,76.9,창원,0,1
2024년,2024-09-24,06:10,경부선,252.3,서울,0,0
2024년,2024-09-26,14:51,중앙선,374,춘천,0,0
2024년,2024-09-30,14:04,광주대구선,93.4,광주,0,1
2024년,2024-10-02,08:51,서해안선,239.4,목포,0,1
2024년,2024-10-03,03:30,경부선,367.7,부산,0,0
2024년,2024-10-04,04:07,수도권제2순환선,305.2,양평,1,0
2024년,2024-10-07,21:26,호남선,94,순천,0,1
2024년,2024-10-08,04:48,부산포항선,11.5,부산,1,0
2024년,2024-10-09,12:29,중부내륙선,217.5,창원,0,1
2024년,2024-10-10,00:30,서해안선,168.7,목포,0,0
2024년,2024-10-11,00:20,평택제천선,0.4,평택,0,0
2024년,2024-10-11,11:20,광주대구선,51,대구,0,1
2024년,2024-10-11,19:00,평택제천선,25.7,평택,0,1
2024년,2024-10-13,02:25,호남선,181.3,천안,0,1
2024년,2024-10-18,19:42,중부선,18.5,하남,0,1
2024년,2024-10-23,04:10,청주영덕선,46,청주,0,1
2024년,2024-10-25,20:20,남해선,25.7,순천,0,0
2024년,2024-10-30,16:27,중부선,203.3,통영,0,1
2024년,2024-10-30,22:43,중부선,258.3,하남,0,1
2024년,2024-11-02,08:22,중부선,127,통영,0,1
2024년,2024-11-03,18:40,순천완주선,89.6,순천,1,0
2024년,2024-11-04,12:00,광주대구선,142.1,광주,0,3
2024년,2024-11-05,09:42,중부선,147,통영,0,2
2024년,2024-11-06,02:15,중부선,333.4,통영,0,1
2024년,2024-11-08,08:43,서해안선,91.8,목포,0,1
2024년,2024-11-14,15:12,서울양양선,70.4,서울,0,3
2024년,2024-11-18,07:38,호남선,111,천안,0,1
2024년,2024-11-18,14:49,중부선,253.8,하남,0,0
2024년,2024-11-19,04:32,청주영덕선,23.2,상주,0,1
2024년,2024-11-19,05:58,호남선의 지선,43.8,대전,0,0
2024년,2024-11-19,07:45,남해선,116,순천,0,1
2024년,2024-11-20,21:17,경부선,14,부산,0,0
2024년,2024-11-22,12:26,중부선,347.4,통영,0,2
2024년,2024-11-23,04:23,제2경인선,22.7,인천,1,1
2024년,2024-11-23,10:11,호남선,173,순천,0,0
2024년,2024-11-23,15:52,남해선,100,순천,0,1
2024년,2024-11-24,19:51,서해안선,170,서울,1,0
2024년,2024-11-25,08:45,중부내륙선,212.8,창원,0,3
2024년,2024-11-25,09:27,대구포항선,39.4,대구,0,0
2024년,2024-11-25,16:23,경부선,301.5,부산,0,0
2024년,2024-11-26,02:57,경부선,269.3,서울,0,0
2024년,2024-11-28,04:12,호남선의 지선,32.8,대전,0,0
2024년,2024-11-30,02:31,중부내륙선,186,양평,0,0
2024년,2024-12-03,01:05,광주대구선,134,대구,1,0
2024년,2024-12-05,02:01,중부내륙선,169.5,양평,0,1
2024년,2024-12-07,02:27,청주영덕선,48.4,청주,1,0
2024년,2024-12-08,16:33,남해선,45.8,부산,0,1
2024년,2024-12-10,05:28,경부선,266.5,부산,0,0
2024년,2024-12-11,01:40,중부선,357,하남,0,0
2024년,2024-12-11,23:29,순천완주선,57.7,순천,0,0
2024년,2024-12-13,05:52,중부내륙선,97,양평,1,1
2024년,2024-12-15,00:21,동해선,3.1,근덕,0,1
2024년,2024-12-15,12:26,중부선,138.4,하남,1,2
2024년,2024-12-19,08:26,영동선,147.4,강릉,0,1
2024년,2024-12-23,04:22,서울양양선,42.2,서울,0,1
2024년,2024-12-23,12:15,부산외곽순환선,28,창원,0,1
2024년,2024-12-24,05:00,중부선,50.3,하남,0,1
2024년,2024-12-24,13:05,중부내륙선,200.2,양평,0,1
2024년,2024-12-25,18:15,영동선,232.5,강릉,0,2
2024년,2024-12-27,01:47,경부선,401,서울,1,0
