노선,방향,명칭,시간,총합계,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
경부선,서울,오산졸음쉼터,16:00-17:00,135,114,3,18,0,0,0,0,0,0,0,0,0
경부선,서울,오산졸음쉼터,17:00-18:00,101,95,1,4,1,0,0,0,0,0,0,0,0
경부선,서울,오산졸음쉼터,18:00-19:00,83,79,1,3,0,0,0,0,0,0,0,0,0
경부선,서울,오산졸음쉼터,19:00-20:00,62,51,0,8,2,1,0,0,0,0,0,0,0
경부선,서울,오산졸음쉼터,20:00-21:00,60,53,0,6,1,0,0,0,0,0,0,0,0
경부선,서울,오산졸음쉼터,21:00-22:00,42,38,1,0,1,1,0,1,0,0,0,0,0
경부선,서울,오산졸음쉼터,22:00-23:00,31,24,0,2,3,2,0,0,0,0,0,0,0
경부선,서울,오산졸음쉼터,23:00-24:00,31,24,0,3,0,3,1,0,0,0,0,0,0
경부선,서울,오산졸음쉼터,00:00-01:00,23,12,0,5,0,3,2,0,0,0,0,0,1
경부선,서울,오산졸음쉼터,01:00-02:00,17,10,0,3,0,2,0,2,0,0,0,0,0
경부선,서울,오산졸음쉼터,02:00-03:00,12,7,0,2,2,1,0,0,0,0,0,0,0
경부선,서울,오산졸음쉼터,03:00-04:00,12,4,0,2,1,1,0,4,0,0,0,0,0
경부선,서울,오산졸음쉼터,04:00-05:00,21,10,2,3,2,3,0,1,0,0,0,0,0
경부선,서울,오산졸음쉼터,05:00-06:00,35,19,0,6,6,2,0,2,0,0,0,0,0
경부선,서울,오산졸음쉼터,06:00-07:00,35,22,1,5,4,3,0,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,07:00-08:00,66,44,2,13,3,2,0,1,0,0,1,0,0
경부선,부산,연곡졸음쉼터,08:00-09:00,77,58,1,11,2,1,1,1,0,0,2,0,0
경부선,부산,연곡졸음쉼터,09:00-10:00,85,67,2,6,6,1,1,2,0,0,0,0,0
경부선,부산,연곡졸음쉼터,10:00-11:00,92,65,0,20,4,1,2,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,11:00-12:00,99,59,0,21,10,3,2,2,1,0,1,0,0
경부선,부산,연곡졸음쉼터,12:00-13:00,127,84,1,18,8,11,2,3,0,0,0,0,0
경부선,부산,연곡졸음쉼터,13:00-14:00,99,64,1,19,7,4,1,2,0,0,0,0,1
경부선,부산,연곡졸음쉼터,14:00-15:00,102,71,0,18,7,4,1,0,0,0,0,0,1
경부선,부산,연곡졸음쉼터,15:00-16:00,73,48,1,11,4,5,1,1,1,0,1,0,0
경부선,부산,연곡졸음쉼터,16:00-17:00,74,60,0,10,1,2,0,1,0,0,0,0,0
경부선,부산,연곡졸음쉼터,17:00-18:00,52,43,2,5,1,1,0,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,18:00-19:00,42,36,0,4,0,1,0,0,0,0,0,0,1
경부선,부산,연곡졸음쉼터,19:00-20:00,29,21,0,2,1,4,1,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,20:00-21:00,31,24,0,3,2,2,0,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,21:00-22:00,35,21,1,8,1,3,1,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,22:00-23:00,20,14,0,1,1,3,0,1,0,0,0,0,0
경부선,부산,연곡졸음쉼터,23:00-24:00,12,9,0,1,1,1,0,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,00:00-01:00,7,6,0,1,0,0,0,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,01:00-02:00,13,7,0,1,0,1,2,0,0,0,2,0,0
경부선,부산,연곡졸음쉼터,02:00-03:00,7,4,0,2,0,0,0,0,0,0,1,0,0
경부선,부산,연곡졸음쉼터,03:00-04:00,10,6,0,2,2,0,0,0,0,0,0,0,0
경부선,부산,연곡졸음쉼터,04:00-05:00,10,3,0,1,2,2,0,1,0,0,0,0,1
경부선,부산,연곡졸음쉼터,05:00-06:00,31,16,0,9,1,4,0,1,0,0,0,0,0
경부선,부산,연곡졸음쉼터,06:00-07:00,51,30,0,10,7,2,0,1,0,0,1,0,0
경부선,서울,옥산졸음쉼터,07:00-08:00,16,2,1,4,2,4,1,1,0,0,1,0,0
경부선,서울,옥산졸음쉼터,08:00-09:00,17,12,0,0,2,1,1,0,0,0,1,0,0
경부선,서울,옥산졸음쉼터,09:00-10:00,22,13,0,3,0,1,1,3,0,0,1,0,0
경부선,서울,옥산졸음쉼터,10:00-11:00,25,14,0,6,1,4,0,0,0,0,0,0,0
경부선,서울,옥산졸음쉼터,11:00-12:00,19,5,0,3,3,6,0,2,0,0,0,0,0
경부선,서울,옥산졸음쉼터,12:00-13:00,29,11,0,7,3,5,2,1,0,0,0,0,0
경부선,서울,옥산졸음쉼터,13:00-14:00,40,10,0,11,4,10,1,3,0,0,1,0,0
경부선,서울,옥산졸음쉼터,14:00-15:00,32,15,0,8,3,2,2,1,0,0,1,0,0
경부선,서울,옥산졸음쉼터,15:00-16:00,24,13,0,6,0,3,1,1,0,0,0,0,0
경부선,서울,옥산졸음쉼터,16:00-17:00,13,11,0,1,0,0,0,1,0,0,0,0,0
경부선,서울,옥산졸음쉼터,17:00-18:00,26,13,0,6,1,2,1,2,0,0,0,0,1
경부선,서울,옥산졸음쉼터,18:00-19:00,16,11,0,0,0,4,0,1,0,0,0,0,0
경부선,서울,옥산졸음쉼터,19:00-20:00,14,7,0,1,1,2,1,2,0,0,0,0,0
경부선,서울,옥산졸음쉼터,20:00-21:00,7,4,0,1,1,0,0,1,0,0,0,0,0
경부선,서울,옥산졸음쉼터,21:00-22:00,5,3,0,1,0,1,0,0,0,0,0,0,0
경부선,서울,옥산졸음쉼터,22:00-23:00,10,4,0,1,0,2,0,2,0,0,1,0,0
경부선,서울,옥산졸음쉼터,23:00-24:00,6,1,0,1,0,3,0,0,0,0,0,0,1
경부선,서울,옥산졸음쉼터,00:00-01:00,5,3,0,1,0,0,0,1,0,0,0,0,0
경부선,서울,옥산졸음쉼터,01:00-02:00,5,1,1,1,1,0,0,0,0,0,0,0,1
경부선,서울,옥산졸음쉼터,02:00-03:00,6,1,0,0,2,1,0,0,0,0,2,0,0
경부선,서울,옥산졸음쉼터,03:00-04:00,4,1,0,0,0,2,0,1,0,0,0,0,0
경부선,서울,옥산졸음쉼터,04:00-05:00,11,0,0,1,0,6,2,0,0,0,1,0,1
경부선,서울,옥산졸음쉼터,05:00-06:00,13,2,0,2,2,4,2,0,0,0,1,0,0
경부선,서울,옥산졸음쉼터,06:00-07:00,12,5,0,0,0,3,1,1,0,0,2,0,0
경부선,부산,신탄진졸음쉼터,07:00-08:00,45,20,0,16,2,5,0,0,0,0,1,0,1
경부선,부산,신탄진졸음쉼터,08:00-09:00,62,42,1,14,3,1,0,1,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,09:00-10:00,63,47,0,7,5,1,2,1,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,10:00-11:00,60,42,1,11,2,0,1,1,0,0,2,0,0
경부선,부산,신탄진졸음쉼터,11:00-12:00,49,26,1,9,3,8,0,2,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,12:00-13:00,67,37,0,15,5,5,0,2,0,0,1,0,2
경부선,부산,신탄진졸음쉼터,13:00-14:00,88,54,0,18,6,5,0,3,0,0,1,0,1
경부선,부산,신탄진졸음쉼터,14:00-15:00,75,55,0,10,3,2,2,0,0,0,2,0,1
경부선,부산,신탄진졸음쉼터,15:00-16:00,62,44,1,13,2,1,1,0,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,16:00-17:00,66,44,0,17,3,1,1,0,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,17:00-18:00,82,60,1,16,4,0,0,1,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,18:00-19:00,45,39,0,4,0,0,1,1,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,19:00-20:00,26,20,0,0,1,2,2,0,0,0,1,0,0
경부선,부산,신탄진졸음쉼터,20:00-21:00,25,17,1,2,0,3,1,1,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,21:00-22:00,16,9,0,2,3,0,2,0,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,22:00-23:00,12,11,0,0,0,0,0,1,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,23:00-24:00,16,11,0,1,0,3,0,0,0,0,1,0,0
경부선,부산,신탄진졸음쉼터,00:00-01:00,15,7,0,1,0,6,0,0,0,0,1,0,0
경부선,부산,신탄진졸음쉼터,01:00-02:00,11,2,0,1,2,5,0,0,0,0,0,0,1
경부선,부산,신탄진졸음쉼터,02:00-03:00,10,6,0,1,1,1,0,1,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,03:00-04:00,6,2,0,1,1,0,2,0,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,04:00-05:00,6,2,0,1,1,0,2,0,0,0,0,0,0
경부선,부산,신탄진졸음쉼터,05:00-06:00,20,8,0,5,3,2,0,1,0,0,1,0,0
경부선,부산,신탄진졸음쉼터,06:00-07:00,28,10,0,8,4,3,1,0,0,0,1,0,1
경부선,부산,옥천졸음쉼터,07:00-08:00,48,25,0,11,6,5,0,1,0,0,0,0,0
경부선,부산,옥천졸음쉼터,08:00-09:00,36,32,0,2,0,2,0,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,09:00-10:00,45,32,0,7,1,3,1,1,0,0,0,0,0
경부선,부산,옥천졸음쉼터,10:00-11:00,55,34,1,12,2,6,0,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,11:00-12:00,52,30,0,14,4,2,0,0,0,0,1,0,1
경부선,부산,옥천졸음쉼터,12:00-13:00,59,39,0,11,4,2,2,1,0,0,0,0,0
경부선,부산,옥천졸음쉼터,13:00-14:00,52,29,0,15,4,4,0,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,14:00-15:00,40,26,0,9,2,2,1,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,15:00-16:00,49,34,0,10,3,0,1,1,0,0,0,0,0
경부선,부산,옥천졸음쉼터,16:00-17:00,44,29,0,9,3,3,0,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,17:00-18:00,28,18,0,6,1,3,0,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,18:00-19:00,37,27,1,3,3,1,1,0,0,0,1,0,0
경부선,부산,옥천졸음쉼터,19:00-20:00,23,16,0,3,2,2,0,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,20:00-21:00,19,13,0,1,2,0,2,1,0,0,0,0,0
경부선,부산,옥천졸음쉼터,21:00-22:00,19,10,0,0,2,7,0,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,22:00-23:00,7,5,0,0,1,0,1,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,23:00-24:00,5,2,0,0,1,0,1,0,0,0,1,0,0
경부선,부산,옥천졸음쉼터,00:00-01:00,11,4,0,2,1,1,0,1,1,0,1,0,0
경부선,부산,옥천졸음쉼터,01:00-02:00,4,1,0,1,1,0,0,0,0,0,1,0,0
경부선,부산,옥천졸음쉼터,02:00-03:00,2,0,0,0,2,0,0,0,0,0,0,0,0
경부선,부산,옥천졸음쉼터,03:00-04:00,5,1,0,0,0,3,0,0,0,0,1,0,0
경부선,부산,옥천졸음쉼터,04:00-05:00,6,3,0,0,1,1,0,0,0,0,1,0,0
경부선,부산,옥천졸음쉼터,05:00-06:00,15,6,0,4,2,2,0,0,0,0,1,0,0
경부선,부산,옥천졸음쉼터,06:00-07:00,30,10,0,6,8,1,0,0,0,0,5,0,0
경부선,서울,청성졸음쉼터,07:00-08:00,15,9,0,3,2,0,0,1,0,0,0,0,0
경부선,서울,청성졸음쉼터,08:00-09:00,15,10,0,4,0,0,1,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,09:00-10:00,30,20,0,7,2,1,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,10:00-11:00,26,18,0,5,1,1,0,1,0,0,0,0,0
경부선,서울,청성졸음쉼터,11:00-12:00,26,21,0,2,2,0,1,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,12:00-13:00,27,19,0,6,2,0,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,13:00-14:00,28,19,0,8,1,0,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,14:00-15:00,25,20,0,3,1,1,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,15:00-16:00,24,19,1,3,1,0,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,16:00-17:00,23,21,0,2,0,0,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,17:00-18:00,25,21,0,3,0,0,0,1,0,0,0,0,0
경부선,서울,청성졸음쉼터,18:00-19:00,19,17,0,0,1,0,0,1,0,0,0,0,0
경부선,서울,청성졸음쉼터,19:00-20:00,16,15,0,0,0,1,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,20:00-21:00,18,12,0,1,0,3,0,1,0,0,1,0,0
경부선,서울,청성졸음쉼터,21:00-22:00,7,4,0,2,0,1,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,22:00-23:00,8,7,0,0,0,0,0,0,0,0,1,0,0
경부선,서울,청성졸음쉼터,23:00-24:00,3,1,0,0,1,0,0,0,0,0,1,0,0
경부선,서울,청성졸음쉼터,00:00-01:00,4,3,0,0,1,0,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,01:00-02:00,3,1,0,0,0,1,0,0,0,0,1,0,0
경부선,서울,청성졸음쉼터,02:00-03:00,6,4,0,0,1,0,0,0,0,0,1,0,0
경부선,서울,청성졸음쉼터,03:00-04:00,1,0,0,0,0,0,0,1,0,0,0,0,0
경부선,서울,청성졸음쉼터,04:00-05:00,5,2,0,0,0,2,0,0,0,0,1,0,0
경부선,서울,청성졸음쉼터,05:00-06:00,3,3,0,0,0,0,0,0,0,0,0,0,0
경부선,서울,청성졸음쉼터,06:00-07:00,10,2,0,4,0,3,0,0,0,0,1,0,0
경부선,부산,봉산진졸음쉼터,07:00-08:00,6,4,0,1,0,0,0,0,0,0,0,0,1
경부선,부산,봉산진졸음쉼터,08:00-09:00,11,9,0,1,1,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,09:00-10:00,11,8,0,1,2,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,10:00-11:00,14,8,0,5,1,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,11:00-12:00,11,5,0,2,1,2,0,1,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,12:00-13:00,8,3,0,0,3,2,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,13:00-14:00,16,8,0,7,0,1,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,14:00-15:00,18,15,0,1,1,1,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,15:00-16:00,18,15,0,3,0,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,16:00-17:00,12,6,0,4,2,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,17:00-18:00,15,8,0,2,1,3,1,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,18:00-19:00,7,7,0,0,0,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,19:00-20:00,9,6,0,1,0,2,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,20:00-21:00,5,3,0,1,0,1,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,21:00-22:00,4,4,0,0,0,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,22:00-23:00,4,0,0,1,1,0,2,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,23:00-24:00,0,0,0,0,0,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,00:00-01:00,2,0,0,1,0,0,0,0,0,0,1,0,0
경부선,부산,봉산진졸음쉼터,01:00-02:00,1,0,0,0,0,1,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,02:00-03:00,1,0,0,0,0,0,0,1,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,03:00-04:00,0,0,0,0,0,0,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,04:00-05:00,2,0,0,0,1,1,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,05:00-06:00,4,1,0,2,0,1,0,0,0,0,0,0,0
경부선,부산,봉산진졸음쉼터,06:00-07:00,10,3,0,0,1,4,1,1,0,0,0,0,0
경부선,서울,봉산졸음쉼터,07:00-08:00,8,5,0,2,1,0,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,08:00-09:00,6,5,0,1,0,0,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,09:00-10:00,20,13,0,5,1,0,0,0,0,0,1,0,0
경부선,서울,봉산졸음쉼터,10:00-11:00,18,12,0,3,1,1,0,1,0,0,0,0,0
경부선,서울,봉산졸음쉼터,11:00-12:00,14,9,0,2,1,1,0,1,0,0,0,0,0
경부선,서울,봉산졸음쉼터,12:00-13:00,15,11,0,2,1,1,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,13:00-14:00,12,10,0,1,1,0,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,14:00-15:00,25,12,0,8,3,2,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,15:00-16:00,18,15,0,3,0,0,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,16:00-17:00,11,6,0,3,0,2,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,17:00-18:00,15,10,1,2,2,0,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,18:00-19:00,13,8,0,2,0,1,0,0,0,0,1,0,1
경부선,서울,봉산졸음쉼터,19:00-20:00,10,7,0,1,0,1,0,1,0,0,0,0,0
경부선,서울,봉산졸음쉼터,20:00-21:00,8,4,0,3,0,1,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,21:00-22:00,8,4,0,0,1,1,0,0,0,0,2,0,0
경부선,서울,봉산졸음쉼터,22:00-23:00,4,3,0,0,0,0,0,0,0,0,1,0,0
경부선,서울,봉산졸음쉼터,23:00-24:00,4,0,0,2,0,0,1,0,0,0,1,0,0
경부선,서울,봉산졸음쉼터,00:00-01:00,3,0,0,0,0,2,0,0,0,0,1,0,0
경부선,서울,봉산졸음쉼터,01:00-02:00,2,1,0,0,1,0,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,02:00-03:00,3,2,0,0,0,0,0,0,0,0,1,0,0
경부선,서울,봉산졸음쉼터,03:00-04:00,4,2,0,0,1,1,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,04:00-05:00,6,1,0,0,1,3,0,0,0,0,1,0,0
경부선,서울,봉산졸음쉼터,05:00-06:00,3,0,0,1,1,1,0,0,0,0,0,0,0
경부선,서울,봉산졸음쉼터,06:00-07:00,3,0,0,1,2,0,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,07:00-08:00,8,3,0,1,0,1,1,2,0,0,0,0,0
경부선,부산,선기졸음쉼터,08:00-09:00,14,7,1,4,1,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,09:00-10:00,18,10,0,3,2,2,0,1,0,0,0,0,0
경부선,부산,선기졸음쉼터,10:00-11:00,26,16,0,5,2,2,1,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,11:00-12:00,24,12,0,6,3,2,1,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,12:00-13:00,31,16,0,7,3,2,2,0,0,0,0,0,1
경부선,부산,선기졸음쉼터,13:00-14:00,33,17,0,9,3,1,2,0,0,0,0,0,1
경부선,부산,선기졸음쉼터,14:00-15:00,47,33,0,10,2,2,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,15:00-16:00,32,23,0,6,2,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,16:00-17:00,41,28,0,10,1,2,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,17:00-18:00,24,17,0,3,3,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,18:00-19:00,21,16,0,2,2,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,19:00-20:00,17,15,0,0,0,2,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,20:00-21:00,15,9,0,3,2,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,21:00-22:00,12,7,0,1,2,2,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,22:00-23:00,9,7,0,1,0,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,23:00-24:00,9,4,0,1,1,2,0,1,0,0,0,0,0
경부선,부산,선기졸음쉼터,00:00-01:00,7,2,0,3,2,0,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,01:00-02:00,8,3,0,1,2,2,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,02:00-03:00,4,2,0,1,0,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,03:00-04:00,4,0,0,0,2,2,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,04:00-05:00,4,2,0,1,0,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,05:00-06:00,6,3,0,2,0,1,0,0,0,0,0,0,0
경부선,부산,선기졸음쉼터,06:00-07:00,12,4,0,2,1,5,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,07:00-08:00,25,18,0,5,0,0,1,1,0,0,0,0,0
경부선,서울,선기졸음쉼터,08:00-09:00,20,14,0,5,0,0,0,0,0,0,1,0,0
경부선,서울,선기졸음쉼터,09:00-10:00,48,33,0,6,5,4,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,10:00-11:00,39,24,1,9,2,1,1,1,0,0,0,0,0
경부선,서울,선기졸음쉼터,11:00-12:00,37,24,0,6,2,4,1,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,12:00-13:00,33,22,0,4,1,6,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,13:00-14:00,28,19,0,6,0,3,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,14:00-15:00,35,29,0,6,0,0,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,15:00-16:00,33,24,0,4,3,1,1,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,16:00-17:00,35,27,0,4,1,2,0,1,0,0,0,0,0
경부선,서울,선기졸음쉼터,17:00-18:00,33,23,0,5,2,3,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,18:00-19:00,33,25,0,5,1,2,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,19:00-20:00,17,13,0,0,1,2,0,0,0,0,1,0,0
경부선,서울,선기졸음쉼터,20:00-21:00,12,9,0,1,0,1,1,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,21:00-22:00,7,6,0,0,0,1,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,22:00-23:00,11,6,0,2,0,2,0,0,0,0,1,0,0
경부선,서울,선기졸음쉼터,23:00-24:00,6,5,0,0,0,0,0,0,0,0,1,0,0
경부선,서울,선기졸음쉼터,00:00-01:00,4,2,0,0,2,0,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,01:00-02:00,8,2,0,2,0,0,0,1,0,0,3,0,0
경부선,서울,선기졸음쉼터,02:00-03:00,2,1,0,0,1,0,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,03:00-04:00,4,1,0,2,0,0,1,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,04:00-05:00,8,3,0,2,2,1,0,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,05:00-06:00,9,4,0,0,1,3,1,0,0,0,0,0,0
경부선,서울,선기졸음쉼터,06:00-07:00,17,8,0,4,0,2,0,0,0,0,2,0,1
경부선,서울,지천졸음쉼터,07:00-08:00,38,24,3,4,1,3,0,0,0,0,1,0,2
경부선,서울,지천졸음쉼터,08:00-09:00,51,33,1,14,1,1,1,0,0,0,0,0,0
경부선,서울,지천졸음쉼터,09:00-10:00,60,36,0,15,5,3,1,0,0,0,0,0,0
경부선,서울,지천졸음쉼터,10:00-11:00,73,43,0,25,2,2,0,0,0,0,0,0,1
