노선,방향,명칭,총합계,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
새만금포항지선,장수,완주졸음쉼터,294,233,0,36,10,7,4,1,0,0,1,1,1
서울양양선,양양,동산졸음쉼터,581,459,3,60,28,11,2,16,0,0,2,0,0
서울양양선,양양,인제졸음쉼터,636,529,4,61,23,10,4,3,0,0,2,0,0
서울양양선,서울,인제졸음쉼터,510,421,7,44,12,12,1,7,0,0,5,0,1
서울양양선,양양,양양졸음쉼터,681,574,3,61,15,16,5,6,0,0,1,0,0
서울양양선,서울,양양졸음쉼터,453,390,5,33,8,8,3,5,0,0,1,0,0
서해안선,서울,서서울졸음쉼터,1731,1167,7,244,62,188,33,17,0,0,10,0,3
서해안선,목포,향남졸음쉼터,852,602,1,182,22,28,6,5,1,0,3,0,2
서해안선,서울,당진졸음쉼터,613,431,1,68,42,42,5,13,0,0,8,0,3
서해안선,서울,용연졸음쉼터,801,619,3,101,30,19,8,14,0,0,4,0,3
서해안선,목포,고북졸음쉼터,288,208,1,45,15,13,2,2,0,0,0,0,2
서해안선,서울,갈산졸음쉼터,226,158,0,40,7,10,4,4,1,0,1,0,1
서해안선,목포,서산졸음쉼터,795,623,1,117,34,12,2,3,0,0,3,0,0
서해안선,목포,줄포졸음쉼터,244,179,1,28,10,16,9,0,0,0,1,0,0
서해안선,목포,고창졸음쉼터,182,137,1,21,6,11,1,3,0,0,2,0,0
서해안선,서울,무창포졸음쉼터,254,171,0,37,18,16,7,2,0,0,2,0,1
서해안선,서울,영광졸음쉼터,131,88,1,25,7,5,2,2,0,0,1,0,0
서해안선,목포,몽탄졸음쉼터,410,299,1,64,22,19,0,5,0,0,0,0,0
서해안선,서울,몽탄졸음쉼터,457,335,0,70,30,13,7,1,0,0,1,0,0
수도권제1순환선,외측,청계졸음쉼터,2623,1237,816,390,22,69,35,22,0,0,31,0,1
수도권제1순환선,내측,구리남양주졸음쉼터,619,547,0,70,2,0,0,0,0,0,0,0,0
영동선,인천,군자졸음쉼터,948,401,1,160,76,136,54,29,5,0,55,0,31
영동선,강릉,이목졸음쉼터,1619,1182,15,289,55,44,13,9,0,0,9,0,3
영동선,강릉,생태습지졸음쉼터,348,218,2,45,32,32,11,5,0,0,3,0,0
영동선,인천,소초졸음쉼터,680,521,9,86,29,23,6,4,1,0,1,0,0
영동선,인천,삽교졸음쉼터,375,267,2,41,27,17,6,10,0,0,5,0,0
영동선,인천,월정졸음쉼터,332,253,3,35,16,8,10,5,0,1,0,0,1
영동선,강릉,대관령전망대졸음쉼터,494,448,1,36,5,3,0,1,0,0,0,0,0
영동선,인천,이천졸음쉼터,997,595,5,180,50,102,22,21,0,0,17,0,5
영동선,강릉,이천졸음쉼터,1005,683,6,167,60,52,13,11,0,0,13,0,0
울산선,언양,울산졸음쉼터,357,238,2,69,21,12,0,9,0,0,4,0,2
울산선,울산,울산졸음쉼터,1008,647,10,200,39,60,12,23,0,0,15,1,1
제2중부선,하남,상번천졸음쉼터,1147,890,3,164,36,27,6,20,0,0,1,0,0
제2중부선,통영,상번천졸음쉼터,1000,700,10,139,78,36,13,10,0,0,12,0,2
중부내륙선,양평,대소원졸음쉼터,622,404,1,113,32,31,19,14,0,0,6,0,2
중부내륙선,창원,사벌졸음쉼터,659,454,2,117,34,33,6,7,0,0,4,0,2
중부내륙선,양평,문경졸음쉼터,601,447,3,94,23,14,11,5,0,0,1,0,3
중부내륙선,양평,선산졸음쉼터,456,346,1,83,16,3,1,3,0,0,3,0,0
중부내륙선,창원,오봉졸음쉼터,223,128,0,36,20,27,2,4,0,0,5,0,1
중부내륙선,양평,개진졸음쉼터,301,194,1,60,19,14,4,5,0,0,1,0,3
중부내륙선,창원,현풍졸음쉼터,325,207,1,55,8,29,0,7,1,0,16,0,1
중부내륙선,양평,창녕졸음쉼터,897,468,1,159,63,85,22,34,0,0,35,3,27
중부내륙선,창원,창녕졸음쉼터,563,277,1,80,42,67,21,31,0,0,28,0,16
중부선,하남,도척졸음쉼터,635,410,4,132,50,19,5,7,0,0,6,0,2
중부선,통영,모가졸음쉼터,982,634,3,179,52,61,30,12,1,0,8,0,2
중부선,하남,대소졸음쉼터,620,435,1,89,30,37,15,8,1,0,4,0,0
중부선,통영,농다리졸음쉼터,1055,738,3,169,53,42,15,14,0,0,19,2,0
중앙선,춘천,횡성졸음쉼터,359,253,3,48,34,12,6,1,0,0,1,0,1
중앙선,부산,횡성졸음쉼터,452,353,3,58,22,7,1,2,0,0,5,0,1
중앙선,춘천,봉양졸음쉼터,424,322,14,50,14,10,9,4,0,0,1,0,0
중앙선,부산,안평졸음쉼터,388,298,2,60,13,5,5,1,0,1,2,0,1
중앙선,춘천,읍내졸음쉼터,314,219,1,63,8,6,2,11,0,0,2,0,2
중앙선,춘천,보문졸음쉼터,289,220,4,42,11,5,0,5,0,0,1,0,1
중앙선,부산,풍산졸음쉼터,339,264,2,56,8,0,6,3,0,0,0,0,0
통영대전선,통영,금산졸음쉼터,302,196,6,60,21,16,1,0,0,0,0,1,1
통영대전선,하남,무주졸음쉼터,282,222,0,33,6,15,0,3,0,0,3,0,0
통영대전선,통영,서하졸음쉼터,470,375,5,58,23,4,0,5,0,0,0,0,0
통영대전선,하남,서하졸음쉼터,319,239,0,30,11,16,9,3,0,0,6,0,5
통영대전선,통영,수동졸음쉼터,284,180,3,33,18,24,8,9,0,0,4,0,5
통영대전선,통영,금서졸음쉼터,213,149,0,25,13,18,3,1,0,0,4,0,0
통영대전선,하남,금서졸음쉼터,272,187,1,41,12,13,5,5,0,0,4,0,4
통영대전선,하남,진주졸음쉼터,278,195,2,43,18,15,2,1,0,0,2,0,0
통영대전선,통영,진주졸음쉼터,413,278,1,61,19,24,2,17,0,0,8,0,3
통영대전선,하남,금곡졸음쉼터,161,118,1,24,8,4,0,0,0,0,5,0,1
통영대전선,통영,고성졸음쉼터,522,404,4,69,28,7,1,3,0,0,3,0,3
통영대전선,하남,고성졸음쉼터,502,367,3,75,25,10,11,5,0,0,4,1,1
평택제천선,평택,금성졸음쉼터,246,149,2,37,7,16,6,6,0,0,23,0,0
평택제천선,제천,광혜원졸음쉼터,458,271,0,86,34,35,7,11,0,0,11,1,2
호남선,순천,삼례졸음쉼터,573,445,0,82,9,19,5,3,0,0,3,6,1
호남선,천안,전주졸음쉼터,315,225,2,56,10,12,6,1,0,0,3,0,0
호남선,순천,내장산졸음쉼터,396,290,1,79,11,9,3,2,0,0,1,0,0
호남선,천안,내장산졸음쉼터,431,317,0,60,23,16,7,7,0,0,1,0,0
호남선,순천,장성졸음쉼터,511,367,0,87,29,16,2,9,0,0,1,0,0
호남선,천안,동광주졸음쉼터,167,98,3,25,10,13,7,3,0,0,8,0,0
호남선,순천,대덕졸음쉼터,272,220,2,34,7,6,1,0,0,0,2,0,0
호남선,천안,주암졸음쉼터,316,249,1,45,10,5,4,0,0,0,2,0,0
호남지선,논산,서대전졸음쉼터,502,377,2,64,25,14,4,6,3,0,3,3,1
호남지선,논산,북대전졸음쉼터,751,487,2,107,35,45,28,27,0,1,12,2,5
호남지선,논산,논산졸음쉼터,546,372,2,83,28,33,13,6,0,0,7,0,2
호남지선,회덕,논산졸음쉼터,556,367,1,100,14,45,16,8,0,1,3,1,0
