노선,방향,명칭,시간,총합계,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
경부선,부산,오산,07:00-08:00,36,25,1,8,2,0,0,0,0,0,0,0,0
경부선,부산,오산,08:00-09:00,63,52,0,10,1,0,0,0,0,0,0,0,0
경부선,부산,오산,09:00-10:00,72,58,0,9,5,0,0,0,0,0,0,0,0
경부선,부산,오산,10:00-11:00,62,50,0,8,2,2,0,0,0,0,0,0,0
경부선,부산,오산,11:00-12:00,64,53,0,9,0,1,1,0,0,0,0,0,0
경부선,부산,오산,12:00-13:00,86,71,0,12,2,0,1,0,0,0,0,0,0
경부선,부산,오산,13:00-14:00,78,63,0,11,2,2,0,0,0,0,0,0,0
경부선,부산,오산,14:00-15:00,81,68,0,12,1,0,0,0,0,0,0,0,0
경부선,부산,오산,15:00-16:00,67,54,0,7,3,2,1,0,0,0,0,0,0
경부선,부산,오산,16:00-17:00,57,53,0,4,0,0,0,0,0,0,0,0,0
경부선,부산,오산,17:00-18:00,62,54,0,7,0,1,0,0,0,0,0,0,0
경부선,부산,오산,18:00-19:00,48,40,0,6,1,0,0,1,0,0,0,0,0
경부선,부산,오산,19:00-20:00,34,28,1,1,2,1,0,1,0,0,0,0,0
경부선,부산,오산,20:00-21:00,27,26,0,1,0,0,0,0,0,0,0,0,0
경부선,부산,오산,21:00-22:00,33,24,0,6,0,3,0,0,0,0,0,0,0
경부선,부산,오산,22:00-23:00,16,11,0,1,1,1,0,2,0,0,0,0,0
경부선,부산,오산,23:00-24:00,11,9,1,1,0,0,0,0,0,0,0,0,0
경부선,부산,오산,00:00-01:00,12,7,0,2,0,2,0,0,0,0,1,0,0
경부선,부산,오산,01:00-02:00,5,3,0,1,0,0,0,1,0,0,0,0,0
경부선,부산,오산,02:00-03:00,8,4,0,1,1,1,0,1,0,0,0,0,0
경부선,부산,오산,03:00-04:00,9,5,0,2,2,0,0,0,0,0,0,0,0
경부선,부산,오산,04:00-05:00,9,5,0,3,1,0,0,0,0,0,0,0,0
경부선,부산,오산,05:00-06:00,15,9,0,2,1,3,0,0,0,0,0,0,0
경부선,부산,오산,06:00-07:00,35,19,0,10,3,2,1,0,0,0,0,0,0
경부선,부산,남사,07:00-08:00,36,31,0,5,0,0,0,0,0,0,0,0,0
경부선,부산,남사,08:00-09:00,44,35,0,6,0,2,1,0,0,0,0,0,0
경부선,부산,남사,09:00-10:00,49,34,0,9,4,1,1,0,0,0,0,0,0
경부선,부산,남사,10:00-11:00,46,36,0,6,2,1,1,0,0,0,0,0,0
경부선,부산,남사,11:00-12:00,56,47,0,5,0,4,0,0,0,0,0,0,0
경부선,부산,남사,12:00-13:00,59,48,0,5,1,4,1,0,0,0,0,0,0
경부선,부산,남사,13:00-14:00,64,55,1,5,1,1,1,0,0,0,0,0,0
경부선,부산,남사,14:00-15:00,68,57,0,7,3,1,0,0,0,0,0,0,0
경부선,부산,남사,15:00-16:00,42,33,0,7,0,1,1,0,0,0,0,0,0
경부선,부산,남사,16:00-17:00,54,41,0,8,3,1,0,1,0,0,0,0,0
경부선,부산,남사,17:00-18:00,33,27,0,3,1,0,2,0,0,0,0,0,0
경부선,부산,남사,18:00-19:00,33,28,0,3,0,2,0,0,0,0,0,0,0
경부선,부산,남사,19:00-20:00,15,12,0,2,1,0,0,0,0,0,0,0,0
경부선,부산,남사,20:00-21:00,25,22,0,1,0,1,1,0,0,0,0,0,0
경부선,부산,남사,21:00-22:00,21,19,0,2,0,0,0,0,0,0,0,0,0
경부선,부산,남사,22:00-23:00,12,9,0,1,0,0,1,1,0,0,0,0,0
경부선,부산,남사,23:00-24:00,11,10,0,0,0,1,0,0,0,0,0,0,0
경부선,부산,남사,00:00-01:00,9,3,0,2,1,1,1,0,0,0,1,0,0
경부선,부산,남사,01:00-02:00,5,4,0,1,0,0,0,0,0,0,0,0,0
경부선,부산,남사,02:00-03:00,7,4,0,1,0,2,0,0,0,0,0,0,0
경부선,부산,남사,03:00-04:00,4,2,0,1,0,0,1,0,0,0,0,0,0
경부선,부산,남사,04:00-05:00,9,7,0,1,0,0,1,0,0,0,0,0,0
경부선,부산,남사,05:00-06:00,20,12,0,5,2,0,1,0,0,0,0,0,0
경부선,부산,남사,06:00-07:00,27,20,0,4,1,1,1,0,0,0,0,0,0
경부선,서울,청성,07:00-08:00,13,7,0,4,0,1,0,1,0,0,0,0,0
경부선,서울,청성,08:00-09:00,14,9,0,4,1,0,0,0,0,0,0,0,0
경부선,서울,청성,09:00-10:00,16,6,0,4,2,0,1,0,0,1,1,0,1
경부선,서울,청성,10:00-11:00,20,13,0,4,1,1,0,1,0,0,0,0,0
경부선,서울,청성,11:00-12:00,20,12,0,3,2,2,0,0,0,1,0,0,0
경부선,서울,청성,12:00-13:00,21,15,0,4,2,0,0,0,0,0,0,0,0
경부선,서울,청성,13:00-14:00,20,16,1,1,1,1,0,0,0,0,0,0,0
경부선,서울,청성,14:00-15:00,15,11,0,4,0,0,0,0,0,0,0,0,0
경부선,서울,청성,15:00-16:00,17,13,0,3,1,0,0,0,0,0,0,0,0
경부선,서울,청성,16:00-17:00,22,18,0,2,1,0,1,0,0,0,0,0,0
경부선,서울,청성,17:00-18:00,10,6,0,2,1,0,1,0,0,0,0,0,0
경부선,서울,청성,18:00-19:00,11,8,0,0,1,0,0,0,0,0,1,0,1
경부선,서울,청성,19:00-20:00,10,6,0,1,1,1,0,0,0,0,1,0,0
경부선,서울,청성,20:00-21:00,5,4,0,0,0,1,0,0,0,0,0,0,0
경부선,서울,청성,21:00-22:00,8,3,0,3,0,2,0,0,0,0,0,0,0
경부선,서울,청성,22:00-23:00,13,8,0,1,0,0,0,2,0,0,2,0,0
경부선,서울,청성,23:00-24:00,6,2,0,0,0,2,0,2,0,0,0,0,0
경부선,서울,청성,00:00-01:00,6,0,0,1,2,2,0,1,0,0,0,0,0
경부선,서울,청성,01:00-02:00,5,1,0,1,0,1,0,0,0,0,1,0,1
경부선,서울,청성,02:00-03:00,0,0,0,0,0,0,0,0,0,0,0,0,0
경부선,서울,청성,03:00-04:00,2,1,0,1,0,0,0,0,0,0,0,0,0
경부선,서울,청성,04:00-05:00,3,0,0,0,0,1,0,0,0,0,0,1,1
경부선,서울,청성,05:00-06:00,4,0,0,1,0,2,0,0,0,0,0,0,1
경부선,서울,청성,06:00-07:00,3,1,0,0,1,1,0,0,0,0,0,0,0
경부선,부산,추풍령,07:00-08:00,8,3,0,1,0,2,0,1,0,0,1,0,0
경부선,부산,추풍령,08:00-09:00,9,4,0,1,1,3,0,0,0,0,0,0,0
경부선,부산,추풍령,09:00-10:00,21,13,0,7,0,0,1,0,0,0,0,0,0
경부선,부산,추풍령,10:00-11:00,15,9,0,2,2,2,0,0,0,0,0,0,0
경부선,부산,추풍령,11:00-12:00,13,8,0,4,0,0,0,0,0,0,0,0,1
경부선,부산,추풍령,12:00-13:00,18,11,0,4,1,2,0,0,0,0,0,0,0
경부선,부산,추풍령,13:00-14:00,11,8,0,1,1,1,0,0,0,0,0,0,0
경부선,부산,추풍령,14:00-15:00,12,7,0,2,1,2,0,0,0,0,0,0,0
경부선,부산,추풍령,15:00-16:00,20,15,0,3,2,0,0,0,0,0,0,0,0
경부선,부산,추풍령,16:00-17:00,21,14,0,2,2,0,0,0,0,0,3,0,0
경부선,부산,추풍령,17:00-18:00,11,9,0,0,0,1,0,0,0,0,1,0,0
경부선,부산,추풍령,18:00-19:00,17,12,0,1,1,2,1,0,0,0,0,0,0
경부선,부산,추풍령,19:00-20:00,11,8,0,1,1,1,0,0,0,0,0,0,0
경부선,부산,추풍령,20:00-21:00,11,7,0,0,1,1,0,1,0,0,1,0,0
경부선,부산,추풍령,21:00-22:00,10,6,0,1,1,0,0,1,0,0,1,0,0
경부선,부산,추풍령,22:00-23:00,7,3,0,0,0,2,0,1,0,0,0,0,1
경부선,부산,추풍령,23:00-24:00,6,5,0,0,0,0,1,0,0,0,0,0,0
경부선,부산,추풍령,00:00-01:00,2,0,0,0,0,1,0,1,0,0,0,0,0
경부선,부산,추풍령,01:00-02:00,3,0,0,0,1,1,0,1,0,0,0,0,0
경부선,부산,추풍령,02:00-03:00,2,0,0,0,0,1,0,0,0,0,1,0,0
경부선,부산,추풍령,03:00-04:00,4,0,0,1,0,3,0,0,0,0,0,0,0
경부선,부산,추풍령,04:00-05:00,4,0,0,0,0,1,1,1,0,0,1,0,0
경부선,부산,추풍령,05:00-06:00,10,0,0,3,2,3,0,0,0,0,2,0,0
경부선,부산,추풍령,06:00-07:00,7,0,0,2,0,3,0,0,0,0,2,0,0
경부선,서울,추풍령,07:00-08:00,4,2,0,0,0,0,0,1,0,0,0,0,1
경부선,서울,추풍령,08:00-09:00,3,1,0,0,0,1,1,0,0,0,0,0,0
경부선,서울,추풍령,09:00-10:00,2,2,0,0,0,0,0,0,0,0,0,0,0
경부선,서울,추풍령,10:00-11:00,18,6,0,4,5,2,0,1,0,0,0,0,0
경부선,서울,추풍령,11:00-12:00,13,10,0,1,1,0,1,0,0,0,0,0,0
경부선,서울,추풍령,12:00-13:00,11,4,0,2,1,3,0,1,0,0,0,0,0
경부선,서울,추풍령,13:00-14:00,9,5,0,1,1,2,0,0,0,0,0,0,0
경부선,서울,추풍령,14:00-15:00,16,10,0,3,2,1,0,0,0,0,0,0,0
경부선,서울,추풍령,15:00-16:00,14,6,0,2,3,2,0,1,0,0,0,0,0
경부선,서울,추풍령,16:00-17:00,11,6,0,3,0,2,0,0,0,0,0,0,0
경부선,서울,추풍령,17:00-18:00,10,4,0,1,2,2,0,1,0,0,0,0,0
경부선,서울,추풍령,18:00-19:00,4,3,0,0,1,0,0,0,0,0,0,0,0
경부선,서울,추풍령,19:00-20:00,7,1,0,0,1,1,1,3,0,0,0,0,0
경부선,서울,추풍령,20:00-21:00,10,5,0,1,0,2,0,2,0,0,0,0,0
경부선,서울,추풍령,21:00-22:00,2,0,0,0,0,0,1,0,0,0,1,0,0
경부선,서울,추풍령,22:00-23:00,4,0,0,0,1,1,0,2,0,0,0,0,0
경부선,서울,추풍령,23:00-24:00,3,1,0,0,0,1,0,1,0,0,0,0,0
경부선,서울,추풍령,00:00-01:00,3,0,0,0,0,0,0,0,0,0,2,0,1
경부선,서울,추풍령,01:00-02:00,4,1,0,0,0,2,0,0,0,0,0,0,1
경부선,서울,추풍령,02:00-03:00,2,1,0,0,0,0,0,0,0,0,1,0,0
경부선,서울,추풍령,03:00-04:00,2,0,0,0,0,1,0,0,0,0,0,0,1
경부선,서울,추풍령,04:00-05:00,4,1,0,0,0,2,0,1,0,0,0,0,0
경부선,서울,추풍령,05:00-06:00,1,0,0,0,0,0,0,0,0,0,0,0,1
경부선,서울,추풍령,06:00-07:00,3,0,0,0,0,1,1,0,0,0,0,1,0
경부선,부산,대신,07:00-08:00,5,0,0,0,2,0,2,0,1,0,0,0,0
경부선,부산,대신,08:00-09:00,6,4,1,0,1,0,0,0,0,0,0,0,0
경부선,부산,대신,09:00-10:00,15,10,0,2,1,0,1,0,0,0,0,0,1
경부선,부산,대신,10:00-11:00,14,7,0,3,2,0,0,0,1,1,0,0,0
경부선,부산,대신,11:00-12:00,7,5,0,0,2,0,0,0,0,0,0,0,0
경부선,부산,대신,12:00-13:00,16,12,0,1,1,1,1,0,0,0,0,0,0
경부선,부산,대신,13:00-14:00,19,11,0,4,3,1,0,0,0,0,0,0,0
경부선,부산,대신,14:00-15:00,14,8,0,3,2,0,1,0,0,0,0,0,0
경부선,부산,대신,15:00-16:00,13,7,0,3,2,1,0,0,0,0,0,0,0
경부선,부산,대신,16:00-17:00,16,9,0,6,1,0,0,0,0,0,0,0,0
경부선,부산,대신,17:00-18:00,20,13,0,6,1,0,0,0,0,0,0,0,0
경부선,부산,대신,18:00-19:00,11,8,0,2,1,0,0,0,0,0,0,0,0
경부선,부산,대신,19:00-20:00,4,2,0,1,1,0,0,0,0,0,0,0,0
경부선,부산,대신,20:00-21:00,7,5,0,2,0,0,0,0,0,0,0,0,0
경부선,부산,대신,21:00-22:00,9,4,0,0,3,2,0,0,0,0,0,0,0
경부선,부산,대신,22:00-23:00,2,1,0,0,1,0,0,0,0,0,0,0,0
경부선,부산,대신,23:00-24:00,4,3,0,0,0,0,0,1,0,0,0,0,0
경부선,부산,대신,00:00-01:00,4,2,0,0,0,1,1,0,0,0,0,0,0
경부선,부산,대신,01:00-02:00,0,0,0,0,0,0,0,0,0,0,0,0,0
경부선,부산,대신,02:00-03:00,5,1,0,1,1,1,1,0,0,0,0,0,0
경부선,부산,대신,03:00-04:00,3,0,0,1,2,0,0,0,0,0,0,0,0
경부선,부산,대신,04:00-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0
경부선,부산,대신,05:00-06:00,6,1,0,0,3,0,0,0,0,0,0,0,2
경부선,부산,대신,06:00-07:00,5,0,0,1,0,3,1,0,0,0,0,0,0
경부선,서울,대신,07:00-08:00,11,3,0,4,2,0,1,0,0,0,0,0,1
경부선,서울,대신,08:00-09:00,24,13,0,4,3,2,1,1,0,0,0,0,0
경부선,서울,대신,09:00-10:00,35,20,0,9,2,1,2,0,0,0,0,0,1
경부선,서울,대신,10:00-11:00,30,20,0,3,5,2,0,0,0,0,0,0,0
경부선,서울,대신,11:00-12:00,50,30,0,9,5,6,0,0,0,0,0,0,0
경부선,서울,대신,12:00-13:00,30,18,0,6,3,1,1,0,0,0,1,0,0
경부선,서울,대신,13:00-14:00,37,25,0,6,5,0,1,0,0,0,0,0,0
경부선,서울,대신,14:00-15:00,30,22,0,4,3,1,0,0,0,0,0,0,0
경부선,서울,대신,15:00-16:00,31,26,0,2,1,2,0,0,0,0,0,0,0
경부선,서울,대신,16:00-17:00,29,20,0,4,5,0,0,0,0,0,0,0,0
경부선,서울,대신,17:00-18:00,19,15,0,1,1,1,1,0,0,0,0,0,0
경부선,서울,대신,18:00-19:00,14,9,0,1,1,3,0,0,0,0,0,0,0
경부선,서울,대신,19:00-20:00,17,12,0,1,2,2,0,0,0,0,0,0,0
경부선,서울,대신,20:00-21:00,14,6,0,1,0,3,0,2,1,0,0,0,1
경부선,서울,대신,21:00-22:00,6,1,0,0,0,4,1,0,0,0,0,0,0
경부선,서울,대신,22:00-23:00,14,4,0,0,3,2,0,3,0,0,0,0,2
경부선,서울,대신,23:00-24:00,6,3,0,0,1,2,0,0,0,0,0,0,0
경부선,서울,대신,00:00-01:00,9,3,0,0,2,0,1,0,1,0,1,0,1
경부선,서울,대신,01:00-02:00,8,1,0,0,3,2,0,1,0,0,0,0,1
경부선,서울,대신,02:00-03:00,6,1,0,0,1,0,1,1,0,0,0,0,2
경부선,서울,대신,03:00-04:00,2,1,0,0,0,0,0,1,0,0,0,0,0
경부선,서울,대신,04:00-05:00,2,0,0,2,0,0,0,0,0,0,0,0,0
경부선,서울,대신,05:00-06:00,8,3,0,1,2,1,0,1,0,0,0,0,0
경부선,서울,대신,06:00-07:00,11,3,0,4,2,0,0,0,0,0,1,0,1
경부선,서울,석적,07:00-08:00,23,15,0,4,3,1,0,0,0,0,0,0,0
경부선,서울,석적,08:00-09:00,23,16,0,4,3,0,0,0,0,0,0,0,0
경부선,서울,석적,09:00-10:00,25,18,0,5,1,0,1,0,0,0,0,0,0
경부선,서울,석적,10:00-11:00,38,23,0,9,5,1,0,0,0,0,0,0,0
경부선,서울,석적,11:00-12:00,33,18,0,10,3,1,0,1,0,0,0,0,0
경부선,서울,석적,12:00-13:00,35,25,0,6,3,1,0,0,0,0,0,0,0
경부선,서울,석적,13:00-14:00,29,14,0,12,0,1,2,0,0,0,0,0,0
경부선,서울,석적,14:00-15:00,34,23,0,7,2,1,1,0,0,0,0,0,0
경부선,서울,석적,15:00-16:00,28,21,0,3,4,0,0,0,0,0,0,0,0
경부선,서울,석적,16:00-17:00,23,19,0,3,0,0,1,0,0,0,0,0,0
경부선,서울,석적,17:00-18:00,22,21,0,0,1,0,0,0,0,0,0,0,0
경부선,서울,석적,18:00-19:00,17,13,0,1,1,2,0,0,0,0,0,0,0
경부선,서울,석적,19:00-20:00,17,15,1,0,0,0,0,1,0,0,0,0,0
경부선,서울,석적,20:00-21:00,8,6,0,1,0,1,0,0,0,0,0,0,0
경부선,서울,석적,21:00-22:00,6,4,0,0,1,1,0,0,0,0,0,0,0
경부선,서울,석적,22:00-23:00,7,1,0,2,0,1,1,1,0,0,1,0,0
경부선,서울,석적,23:00-24:00,5,4,0,0,0,1,0,0,0,0,0,0,0
경부선,서울,석적,00:00-01:00,6,2,0,0,0,2,0,2,0,0,0,0,0
경부선,서울,석적,01:00-02:00,2,0,0,1,0,1,0,0,0,0,0,0,0
경부선,서울,석적,02:00-03:00,1,1,0,0,0,0,0,0,0,0,0,0,0
경부선,서울,석적,03:00-04:00,3,0,0,0,1,1,0,0,1,0,0,0,0
경부선,서울,석적,04:00-05:00,7,2,0,1,0,1,2,1,0,0,0,0,0
경부선,서울,석적,05:00-06:00,4,1,0,2,0,0,1,0,0,0,0,0,0
경부선,서울,석적,06:00-07:00,10,2,0,3,2,2,0,0,0,0,1,0,0
경부선,부산,북안,07:00-08:00,10,4,0,2,2,0,2,0,0,0,0,0,0
경부선,부산,북안,08:00-09:00,13,9,0,3,1,0,0,0,0,0,0,0,0
경부선,부산,북안,09:00-10:00,15,8,0,4,1,2,0,0,0,0,0,0,0
경부선,부산,북안,10:00-11:00,16,9,0,3,1,2,0,0,0,0,1,0,0
경부선,부산,북안,11:00-12:00,16,9,0,4,0,1,1,0,0,0,1,0,0
경부선,부산,북안,12:00-13:00,17,6,0,3,0,6,0,1,0,0,1,0,0
경부선,부산,북안,13:00-14:00,16,8,0,3,0,1,1,2,0,0,1,0,0
경부선,부산,북안,14:00-15:00,20,11,0,5,1,1,0,1,0,0,1,0,0
경부선,부산,북안,15:00-16:00,12,6,0,4,1,0,0,0,0,0,1,0,0
경부선,부산,북안,16:00-17:00,26,19,0,7,0,0,0,0,0,0,0,0,0
경부선,부산,북안,17:00-18:00,19,17,0,1,0,1,0,0,0,0,0,0,0
경부선,부산,북안,18:00-19:00,12,8,0,1,0,1,2,0,0,0,0,0,0
경부선,부산,북안,19:00-20:00,11,7,0,3,1,0,0,0,0,0,0,0,0
경부선,부산,북안,20:00-21:00,3,3,0,0,0,0,0,0,0,0,0,0,0
경부선,부산,북안,21:00-22:00,3,1,0,1,1,0,0,0,0,0,0,0,0
경부선,부산,북안,22:00-23:00,7,5,0,0,0,0,0,1,0,0,1,0,0
경부선,부산,북안,23:00-24:00,5,4,0,0,0,0,0,0,0,0,1,0,0
경부선,부산,북안,00:00-01:00,2,1,0,0,0,0,0,0,0,0,1,0,0
경부선,부산,북안,01:00-02:00,1,0,0,0,0,1,0,0,0,0,0,0,0
경부선,부산,북안,02:00-03:00,1,0,0,1,0,0,0,0,0,0,0,0,0
경부선,부산,북안,03:00-04:00,1,0,0,0,0,0,0,0,0,0,1,0,0
경부선,부산,북안,04:00-05:00,4,0,0,2,1,0,1,0,0,0,0,0,0
경부선,부산,북안,05:00-06:00,7,1,0,1,0,2,3,0,0,0,0,0,0
경부선,부산,북안,06:00-07:00,7,0,0,1,1,3,0,2,0,0,0,0,0
경부선,서울,북안,07:00-08:00,6,4,0,0,1,0,0,0,0,0,1,0,0
경부선,서울,북안,08:00-09:00,11,6,0,1,2,1,0,1,0,0,0,0,0
경부선,서울,북안,09:00-10:00,10,1,0,1,6,1,0,1,0,0,0,0,0
경부선,서울,북안,10:00-11:00,12,7,0,2,2,1,0,0,0,0,0,0,0
경부선,서울,북안,11:00-12:00,15,8,0,5,0,1,1,0,0,0,0,0,0
경부선,서울,북안,12:00-13:00,19,6,0,5,3,2,3,0,0,0,0,0,0
경부선,서울,북안,13:00-14:00,19,13,0,3,1,1,1,0,0,0,0,0,0
경부선,서울,북안,14:00-15:00,27,13,0,5,4,2,0,1,0,0,2,0,0
경부선,서울,북안,15:00-16:00,28,17,0,9,1,0,0,1,0,0,0,0,0
경부선,서울,북안,16:00-17:00,26,14,0,7,1,3,1,0,0,0,0,0,0
경부선,서울,북안,17:00-18:00,21,12,0,3,2,1,0,3,0,0,0,0,0
경부선,서울,북안,18:00-19:00,13,9,0,3,0,0,0,1,0,0,0,0,0
경부선,서울,북안,19:00-20:00,13,7,0,0,1,2,1,2,0,0,0,0,0
경부선,서울,북안,20:00-21:00,6,4,0,0,0,0,1,0,0,0,1,0,0
경부선,서울,북안,21:00-22:00,6,5,0,1,0,0,0,0,0,0,0,0,0
경부선,서울,북안,22:00-23:00,4,2,0,1,0,0,0,0,0,0,1,0,0
경부선,서울,북안,23:00-24:00,0,0,0,0,0,0,0,0,0,0,0,0,0
경부선,서울,북안,00:00-01:00,0,0,0,0,0,0,0,0,0,0,0,0,0
경부선,서울,북안,01:00-02:00,0,0,0,0,0,0,0,0,0,0,0,0,0
경부선,서울,북안,02:00-03:00,3,1,0,0,1,1,0,0,0,0,0,0,0
경부선,서울,북안,03:00-04:00,3,0,0,2,0,0,1,0,0,0,0,0,0
경부선,서울,북안,04:00-05:00,1,0,0,0,0,0,0,0,0,0,1,0,0
경부선,서울,북안,05:00-06:00,1,0,0,0,0,0,0,1,0,0,0,0,0
경부선,서울,북안,06:00-07:00,6,3,0,0,1,1,1,0,0,0,0,0,0
경부선,서울,내남,07:00-08:00,15,8,0,0,4,0,0,1,0,0,2,0,0
경부선,서울,내남,08:00-09:00,24,13,0,4,4,2,0,0,0,0,1,0,0
경부선,서울,내남,09:00-10:00,29,16,0,3,2,5,0,3,0,0,0,0,0
경부선,서울,내남,10:00-11:00,40,24,0,6,5,2,2,0,0,0,1,0,0
경부선,서울,내남,11:00-12:00,22,17,0,3,1,0,1,0,0,0,0,0,0
경부선,서울,내남,12:00-13:00,32,20,0,6,2,1,1,2,0,0,0,0,0
경부선,서울,내남,13:00-14:00,30,21,0,8,1,0,0,0,0,0,0,0,0
경부선,서울,내남,14:00-15:00,39,29,0,6,1,2,0,0,0,0,1,0,0
경부선,서울,내남,15:00-16:00,33,23,0,6,2,1,1,0,0,0,0,0,0
경부선,서울,내남,16:00-17:00,36,26,0,6,1,2,0,1,0,0,0,0,0
경부선,서울,내남,17:00-18:00,25,21,0,2,1,0,0,1,0,0,0,0,0
경부선,서울,내남,18:00-19:00,12,10,0,0,1,0,0,0,0,0,1,0,0
경부선,서울,내남,19:00-20:00,13,9,0,3,1,0,0,0,0,0,0,0,0
경부선,서울,내남,20:00-21:00,7,4,0,0,0,1,1,1,0,0,0,0,0
경부선,서울,내남,21:00-22:00,9,6,0,1,0,1,0,1,0,0,0,0,0
경부선,서울,내남,22:00-23:00,4,3,0,0,0,0,0,1,0,0,0,0,0
경부선,서울,내남,23:00-24:00,4,1,0,1,0,1,0,1,0,0,0,0,0
경부선,서울,내남,00:00-01:00,5,2,0,0,0,2,0,0,0,0,1,0,0
경부선,서울,내남,01:00-02:00,5,3,0,0,0,1,0,0,0,0,1,0,0
경부선,서울,내남,02:00-03:00,2,0,0,0,1,0,0,1,0,0,0,0,0
경부선,서울,내남,03:00-04:00,2,1,0,0,1,0,0,0,0,0,0,0,0
경부선,서울,내남,04:00-05:00,1,0,0,0,0,0,1,0,0,0,0,0,0
경부선,서울,내남,05:00-06:00,10,7,0,1,1,0,0,1,0,0,0,0,0
경부선,서울,내남,06:00-07:00,13,8,0,3,1,1,0,0,0,0,0,0,0
경부선,부산,언양,07:00-08:00,20,5,0,5,2,4,3,0,0,0,1,0,0
경부선,부산,언양,08:00-09:00,20,11,0,1,4,3,0,1,0,0,0,0,0
경부선,부산,언양,09:00-10:00,19,11,0,5,2,0,0,1,0,0,0,0,0
경부선,부산,언양,10:00-11:00,34,13,0,10,6,0,2,2,0,0,1,0,0
경부선,부산,언양,11:00-12:00,25,11,0,5,1,3,2,2,0,0,1,0,0
경부선,부산,언양,12:00-13:00,30,13,0,5,4,3,0,2,0,0,3,0,0
경부선,부산,언양,13:00-14:00,33,16,0,8,2,3,1,2,0,0,1,0,0
경부선,부산,언양,14:00-15:00,36,18,1,6,3,3,0,3,0,0,1,0,1
경부선,부산,언양,15:00-16:00,51,28,0,11,7,3,1,1,0,0,0,0,0
경부선,부산,언양,16:00-17:00,40,27,0,6,4,0,0,2,0,0,0,0,1
경부선,부산,언양,17:00-18:00,23,14,1,2,1,0,1,2,0,0,2,0,0
경부선,부산,언양,18:00-19:00,18,13,0,2,0,2,0,1,0,0,0,0,0
경부선,부산,언양,19:00-20:00,15,12,0,1,0,1,0,0,0,0,0,0,1
경부선,부산,언양,20:00-21:00,17,14,0,2,0,0,0,1,0,0,0,0,0
경부선,부산,언양,21:00-22:00,10,9,0,0,0,1,0,0,0,0,0,0,0
경부선,부산,언양,22:00-23:00,11,5,0,1,0,3,1,1,0,0,0,0,0
경부선,부산,언양,23:00-24:00,8,3,0,0,1,3,0,1,0,0,0,0,0
경부선,부산,언양,00:00-01:00,10,6,0,1,2,1,0,0,0,0,0,0,0
경부선,부산,언양,01:00-02:00,5,3,0,2,0,0,0,0,0,0,0,0,0
경부선,부산,언양,02:00-03:00,2,0,0,1,0,0,1,0,0,0,0,0,0
경부선,부산,언양,03:00-04:00,4,1,0,0,0,2,0,1,0,0,0,0,0
경부선,부산,언양,04:00-05:00,8,1,0,0,2,2,1,1,0,0,1,0,0
경부선,부산,언양,05:00-06:00,13,1,0,0,3,6,1,2,0,0,0,0,0
경부선,부산,언양,06:00-07:00,15,1,0,3,3,6,2,0,0,0,0,0,0
경부선,부산,양산,07:00-08:00,21,11,2,5,1,1,0,1,0,0,0,0,0
경부선,부산,양산,08:00-09:00,15,5,0,6,0,3,0,1,0,0,0,0,0
경부선,부산,양산,09:00-10:00,32,15,0,9,5,2,0,1,0,0,0,0,0
경부선,부산,양산,10:00-11:00,27,10,0,10,5,1,1,0,0,0,0,0,0
경부선,부산,양산,11:00-12:00,28,13,0,6,3,2,1,3,0,0,0,0,0
경부선,부산,양산,12:00-13:00,30,16,0,8,2,3,0,1,0,0,0,0,0
경부선,부산,양산,13:00-14:00,45,31,0,7,6,0,1,0,0,0,0,0,0
경부선,부산,양산,14:00-15:00,52,37,0,11,0,3,0,0,0,0,1,0,0
경부선,부산,양산,15:00-16:00,57,33,0,15,4,1,1,0,0,0,2,0,1
경부선,부산,양산,16:00-17:00,60,43,1,14,0,0,2,0,0,0,0,0,0
경부선,부산,양산,17:00-18:00,61,44,1,11,2,3,0,0,0,0,0,0,0
경부선,부산,양산,18:00-19:00,44,38,0,5,0,0,1,0,0,0,0,0,0
경부선,부산,양산,19:00-20:00,30,27,0,1,1,1,0,0,0,0,0,0,0
경부선,부산,양산,20:00-21:00,25,24,0,0,0,1,0,0,0,0,0,0,0
경부선,부산,양산,21:00-22:00,13,11,1,0,0,1,0,0,0,0,0,0,0
경부선,부산,양산,22:00-23:00,12,10,0,2,0,0,0,0,0,0,0,0,0
경부선,부산,양산,23:00-24:00,9,7,0,0,0,1,0,0,0,0,1,0,0
경부선,부산,양산,00:00-01:00,5,1,0,1,0,2,0,0,0,0,1,0,0
경부선,부산,양산,01:00-02:00,5,2,0,2,0,1,0,0,0,0,0,0,0
경부선,부산,양산,02:00-03:00,4,2,0,0,1,1,0,0,0,0,0,0,0
경부선,부산,양산,03:00-04:00,6,2,0,1,0,1,1,0,0,0,1,0,0
경부선,부산,양산,04:00-05:00,5,2,0,1,0,1,1,0,0,0,0,0,0
경부선,부산,양산,05:00-06:00,4,1,0,3,0,0,0,0,0,0,0,0,0
경부선,부산,양산,06:00-07:00,14,4,0,4,1,1,2,1,0,0,1,0,0
경부선,서울,양산,07:00-08:00,35,22,0,2,8,2,0,0,0,0,0,0,1
경부선,서울,양산,08:00-09:00,30,15,0,2,10,1,1,1,0,0,0,0,0
