법정동코드,번,지,사용년월,사용량(KWh)
10300,0080,0014,202510,6506
10300,0080,0014,202511,8888
10300,0080,0019,202501,2388
10300,0080,0019,202502,2406
10300,0080,0019,202503,2039
10300,0080,0019,202504,2701
10300,0080,0019,202505,2769
10300,0080,0019,202506,2339
10300,0080,0019,202507,1734
10300,0080,0019,202508,697
10300,0080,0019,202509,536
10300,0080,0019,202510,396
10300,0080,0019,202511,1050
10300,0080,0024,202501,5706
10300,0080,0024,202502,5909
10300,0080,0024,202503,2028
10300,0080,0024,202504,2747
10300,0080,0024,202505,2510
10300,0080,0024,202506,1567
10300,0080,0024,202507,1000
10300,0080,0024,202508,1070
10300,0080,0024,202509,945
10300,0080,0024,202510,1026
10300,0080,0024,202511,1726
10300,0081,0001,202501,894
10300,0081,0001,202502,1038
10300,0081,0001,202503,1120
10300,0081,0001,202504,236
10300,0081,0001,202505,35
10300,0081,0001,202506,58
10300,0081,0001,202507,35
10300,0081,0001,202508,24
10300,0081,0001,202509,35
10300,0081,0001,202510,35
10300,0081,0001,202511,24
10300,0081,0002,202501,9482
10300,0081,0002,202502,12231
10300,0081,0002,202503,9584
10300,0081,0002,202504,9296
10300,0081,0002,202505,9607
10300,0081,0002,202506,8771
10300,0081,0002,202507,7842
10300,0081,0002,202508,6977
10300,0081,0002,202509,7312
10300,0081,0002,202510,6658
10300,0081,0002,202511,8874
10300,0081,0004,202501,1683
10300,0081,0004,202502,1675
10300,0081,0004,202503,1969
10300,0081,0004,202504,990
10300,0081,0004,202505,364
10300,0081,0004,202506,269
10300,0081,0004,202507,221
10300,0081,0004,202508,127
10300,0081,0004,202509,94
10300,0081,0004,202510,140
10300,0081,0004,202511,326
10300,0081,0013,202501,3611
10300,0081,0013,202502,3833
10300,0081,0013,202503,4279
10300,0081,0013,202504,2005
10300,0081,0013,202505,962
10300,0081,0013,202506,924
10300,0081,0013,202507,1117
10300,0081,0013,202508,756
10300,0081,0013,202509,886
10300,0081,0013,202510,828
10300,0081,0013,202511,910
10300,0082,0006,202501,270
10300,0082,0006,202502,307
10300,0082,0006,202503,389
10300,0082,0006,202504,118
10300,0082,0006,202505,117
10300,0082,0006,202506,94
10300,0082,0006,202507,58
10300,0082,0006,202508,23
10300,0082,0006,202510,12
10300,0082,0006,202511,12
10300,0082,0009,202501,4834
10300,0082,0009,202502,6051
10300,0082,0009,202503,6636
10300,0082,0009,202504,5024
10300,0082,0009,202505,3226
10300,0082,0009,202506,1182
10300,0082,0009,202507,1175
10300,0082,0009,202508,779
10300,0082,0009,202509,828
10300,0082,0009,202510,723
10300,0082,0009,202511,513
10300,0082,0012,202501,812
10300,0082,0012,202502,932
10300,0082,0012,202503,1049
10300,0082,0012,202504,979
10300,0082,0012,202505,962
10300,0082,0012,202506,725
10300,0082,0012,202507,745
10300,0082,0012,202508,884
10300,0082,0012,202509,618
10300,0082,0012,202510,840
10300,0082,0012,202511,851
10300,0082,0021,202501,7858
10300,0082,0021,202502,9860
10300,0082,0021,202503,10197
10300,0082,0021,202504,7490
10300,0082,0021,202505,2440
10300,0082,0021,202506,1017
10300,0082,0021,202507,547
10300,0082,0021,202508,361
10300,0082,0021,202509,315
10300,0082,0021,202510,350
10300,0082,0021,202511,396
10300,0082,0022,202501,12240
10300,0082,0022,202502,12344
10300,0082,0022,202503,9110
10300,0082,0022,202504,5083
10300,0082,0022,202505,3306
10300,0082,0022,202506,1716
10300,0082,0022,202507,1106
10300,0082,0022,202508,967
10300,0082,0022,202509,653
10300,0082,0022,202510,572
10300,0082,0022,202511,4107
10300,0084,0006,202501,24363
10300,0084,0006,202502,41965
10300,0084,0006,202503,45798
10300,0084,0006,202504,36444
10300,0084,0006,202505,15098
10300,0084,0006,202506,4082
10300,0084,0006,202507,617
10300,0084,0006,202508,500
10300,0084,0006,202509,513
10300,0084,0006,202510,758
10300,0084,0006,202511,1562
10300,0084,0016,202501,1541
10300,0084,0016,202502,3173
10300,0084,0016,202503,3313
10300,0084,0016,202504,2170
10300,0084,0016,202505,1150
10300,0084,0016,202506,632
10300,0084,0016,202507,396
10300,0084,0016,202508,302
10300,0084,0016,202509,268
10300,0084,0016,202510,222
10300,0084,0016,202511,210
10300,0084,0018,202501,917
10300,0084,0018,202502,708
10300,0084,0018,202503,530
10300,0084,0018,202504,12
10300,0084,0018,202505,23
10300,0084,0018,202506,105
10300,0084,0018,202507,58
10300,0084,0018,202508,35
10300,0084,0018,202509,35
10300,0084,0018,202510,35
10300,0084,0018,202511,23
10300,0084,0024,202501,1270
10300,0084,0024,202502,1698
10300,0084,0024,202503,2181
10300,0084,0024,202504,1710
10300,0084,0024,202505,575
10300,0084,0024,202506,82
10300,0084,0024,202507,58
10300,0084,0024,202508,23
10300,0084,0024,202509,23
10300,0084,0024,202510,23
10300,0084,0024,202511,82
10300,0085,0004,202501,2792
10300,0085,0004,202502,2725
10300,0085,0004,202503,3229
10300,0085,0004,202504,2618
10300,0085,0004,202505,1748
10300,0085,0004,202506,796
10300,0085,0004,202507,430
10300,0085,0004,202508,209
10300,0085,0004,202509,151
10300,0085,0004,202510,164
10300,0085,0004,202511,234
10300,0085,0013,202501,3093
10300,0085,0013,202502,4352
10300,0085,0013,202503,2558
10300,0085,0013,202504,2607
10300,0085,0013,202505,1290
10300,0085,0013,202506,737
10300,0085,0013,202507,605
10300,0085,0013,202508,477
10300,0085,0013,202509,466
10300,0085,0013,202510,385
10300,0085,0013,202511,478
10300,0085,0016,202501,1223
10300,0085,0016,202502,2158
10300,0085,0016,202503,1344
10300,0085,0016,202504,1498
10300,0085,0016,202505,493
10300,0085,0016,202506,164
10300,0085,0016,202507,93
10300,0085,0016,202508,81
10300,0085,0016,202509,128
10300,0085,0016,202510,82
10300,0085,0016,202511,117
10300,0085,0023,202501,3635
10300,0085,0023,202502,6640
10300,0085,0023,202503,4386
10300,0085,0023,202504,4636
10300,0085,0023,202505,1455
10300,0085,0023,202506,1310
10300,0085,0023,202507,1210
10300,0085,0023,202508,1140
10300,0085,0023,202509,1049
10300,0085,0023,202510,152
10300,0085,0023,202511,222
10300,0085,0038,202501,1882
10300,0085,0038,202502,3244
10300,0085,0038,202503,2216
10300,0085,0038,202504,2819
10300,0085,0038,202505,3895
10300,0085,0038,202506,4713
10300,0085,0038,202507,5527
10300,0085,0038,202508,5745
10300,0085,0038,202509,6052
10300,0085,0038,202510,4664
10300,0085,0038,202511,1609
10300,0085,0041,202501,1788
10300,0085,0041,202502,2311
10300,0085,0041,202503,2381
10300,0085,0041,202504,1898
10300,0085,0041,202505,1290
10300,0085,0041,202506,737
10300,0085,0041,202507,407
10300,0085,0041,202508,105
10300,0085,0041,202509,140
10300,0085,0041,202510,129
10300,0085,0041,202511,280
10300,0086,0005,202501,1012
10300,0086,0005,202502,1392
10300,0086,0005,202503,1297
10300,0086,0005,202504,590
10300,0086,0005,202505,305
10300,0086,0005,202506,94
10300,0086,0005,202507,105
10300,0086,0005,202508,116
10300,0086,0005,202509,70
10300,0086,0005,202510,70
10300,0086,0005,202511,163
10300,0088,0029,202501,576
10300,0088,0029,202502,496
10300,0088,0029,202503,731
10300,0088,0029,202504,460
10300,0088,0029,202505,71
10300,0088,0029,202506,386
10300,0088,0029,202507,582
10300,0088,0029,202508,233
10300,0088,0029,202509,117
10300,0088,0029,202510,164
10300,0088,0029,202511,315
10300,0089,0010,202501,200
10300,0089,0010,202502,236
10300,0089,0010,202503,236
10300,0089,0010,202504,130
10300,0089,0010,202505,164
10300,0089,0010,202506,140
10300,0089,0010,202507,81
10300,0089,0010,202508,35
10300,0089,0010,202509,35
10300,0089,0010,202510,47
10300,0089,0010,202511,47
10300,0090,0007,202501,2012
10300,0090,0007,202502,2748
10300,0090,0007,202503,2900
10300,0090,0007,202504,2005
10300,0090,0007,202505,1126
10300,0090,0007,202506,515
10300,0090,0007,202507,337
10300,0090,0007,202508,140
10300,0090,0007,202509,105
10300,0090,0007,202510,117
10300,0090,0007,202511,420
10300,0091,0004,202501,1212
10300,0091,0004,202502,1817
10300,0091,0004,202503,2075
10300,0091,0004,202504,200
10300,0091,0004,202505,58
10300,0091,0004,202506,70
10300,0091,0004,202507,46
10300,0091,0004,202508,47
10300,0091,0004,202509,23
10300,0091,0004,202510,58
10300,0091,0004,202511,59
10300,0091,0008,202501,2270
10300,0091,0008,202502,2418
10300,0091,0008,202503,2912
10300,0091,0008,202504,1628
10300,0091,0008,202505,1044
10300,0091,0008,202506,421
10300,0091,0008,202507,198
10300,0091,0008,202508,128
10300,0091,0008,202509,105
10300,0091,0008,202510,105
10300,0091,0008,202511,431
10300,0091,0011,202501,353
10300,0091,0011,202502,354
10300,0091,0011,202505,117
10300,0091,0011,202507,849
10300,0091,0011,202509,117
10300,0091,0011,202510,117
10300,0091,0011,202511,198
10300,0091,0017,202501,2564
10300,0091,0017,202502,2701
10300,0091,0017,202503,2782
10300,0091,0017,202506,35
10300,0091,0017,202507,966
10300,0091,0017,202508,965
10300,0091,0017,202509,1108
10300,0091,0017,202510,1014
10300,0091,0017,202511,1259
10300,0091,0034,202501,741
10300,0091,0034,202502,1439
10300,0091,0034,202503,1627
10300,0091,0034,202504,932
10300,0091,0034,202505,258
10300,0091,0034,202506,23
10300,0091,0034,202507,12
10300,0091,0034,202508,23
10300,0091,0034,202509,12
10300,0091,0034,202510,12
10300,0091,0034,202511,93
10300,0091,0035,202501,1141
10300,0091,0035,202502,1321
10300,0091,0035,202503,1639
10300,0091,0035,202504,1014
10300,0091,0035,202505,575
10300,0091,0035,202506,175
10300,0091,0035,202507,175
10300,0091,0035,202508,93
10300,0091,0035,202509,70
10300,0091,0035,202510,117
10300,0091,0035,202511,140
10300,0092,0034,202501,12193
10300,0092,0034,202502,11908
10300,0092,0034,202503,9133
10300,0092,0034,202504,5896
10300,0092,0034,202505,4065
10300,0092,0034,202506,1728
10300,0092,0034,202507,664
10300,0092,0034,202508,502
10300,0092,0034,202509,396
10300,0092,0034,202510,759
10300,0092,0034,202511,3873
10300,0093,0010,202501,7070
10300,0093,0010,202502,7076
10300,0093,0010,202503,7827
10300,0093,0010,202504,3951
10300,0093,0010,202505,2616
10300,0093,0010,202506,1041
10300,0093,0010,202507,419
10300,0093,0010,202508,209
10300,0093,0010,202509,210
10300,0093,0010,202510,222
10300,0093,0010,202511,513
10300,0094,0021,202501,1859
10300,0094,0021,202502,2347
10300,0094,0021,202503,3112
10300,0094,0021,202504,2300
10300,0094,0021,202505,895
10300,0094,0021,202506,339
10300,0094,0021,202507,186
10300,0094,0021,202508,128
10300,0094,0021,202509,82
10300,0094,0021,202510,128
10300,0094,0021,202511,152
10300,0095,0008,202501,3118
10300,0095,0008,202502,3963
10300,0095,0008,202503,3902
10300,0095,0008,202504,3042
10300,0095,0008,202505,1520
10300,0095,0008,202506,561
10300,0095,0008,202507,524
10300,0095,0008,202508,453
10300,0095,0008,202509,315
10300,0095,0008,202510,384
10300,0095,0008,202511,501
10300,0095,0011,202501,1965
10300,0095,0011,202502,2642
10300,0095,0011,202503,3218
10300,0095,0011,202504,2076
10300,0095,0011,202505,680
10300,0095,0011,202506,199
10300,0095,0011,202507,151
10300,0095,0011,202508,82
10300,0095,0011,202509,82
10300,0095,0011,202510,105
10300,0095,0011,202511,105
10300,0096,0007,202501,14801
10300,0096,0007,202502,15374
10300,0096,0007,202503,10726
10300,0096,0007,202504,10898
10300,0096,0007,202505,2523
10300,0096,0007,202506,1225
10300,0096,0007,202507,502
10300,0096,0007,202508,384
10300,0096,0007,202509,384
10300,0096,0007,202510,351
10300,0096,0007,202511,2905
10300,0096,0017,202501,2058
10300,0096,0017,202502,4541
10300,0096,0017,202503,5871
10300,0096,0017,202504,2276
10300,0096,0017,202505,1525
10300,0096,0017,202506,1194
10300,0096,0017,202507,662
10300,0096,0017,202508,279
10300,0096,0017,202509,199
10300,0096,0017,202510,269
10300,0096,0017,202511,618
10300,0096,0019,202501,6611
10300,0096,0019,202502,9141
10300,0096,0019,202503,8264
10300,0096,0019,202504,7761
10300,0096,0019,202505,8435
10300,0096,0019,202506,9509
10300,0096,0019,202507,7377
10300,0096,0019,202508,5768
10300,0096,0019,202509,5807
10300,0096,0019,202510,6052
10300,0096,0019,202511,6811
10300,0097,0020,202501,34329
10300,0097,0020,202502,33436
10300,0097,0020,202503,22503
10300,0097,0020,202504,14328
10300,0097,0020,202505,8374
10300,0097,0020,202506,3884
10300,0097,0020,202507,2365
10300,0097,0020,202508,2075
10300,0097,0020,202509,1679
10300,0097,0020,202510,2986
10300,0097,0020,202511,10677
10300,0097,0022,202501,1623
10300,0097,0022,202502,2182
10300,0097,0022,202503,2122
10300,0097,0022,202504,1026
10300,0097,0022,202505,633
10300,0097,0022,202506,257
10300,0097,0022,202507,81
10300,0097,0022,202508,23
10300,0097,0022,202509,23
10300,0097,0022,202510,23
10300,0097,0022,202511,117
10300,0098,0010,202501,1682
10300,0098,0010,202502,1923
10300,0098,0010,202503,2122
10300,0098,0010,202504,1156
10300,0098,0010,202505,492
10300,0098,0010,202506,199
10300,0098,0010,202507,174
10300,0098,0010,202508,116
10300,0098,0010,202509,70
10300,0098,0010,202510,117
10300,0098,0010,202511,210
10300,0098,0014,202501,4011
10300,0098,0014,202502,4659
10300,0098,0014,202503,4597
10300,0098,0014,202504,3161
10300,0098,0014,202505,2311
10300,0098,0014,202506,1439
10300,0098,0014,202507,1129
10300,0098,0014,202508,1384
10300,0098,0014,202509,1213
10300,0098,0014,202510,1003
10300,0098,0014,202511,1388
10300,0099,0004,202501,4000
10300,0099,0004,202502,4553
10300,0099,0004,202503,3548
10300,0099,0004,202504,2147
10300,0099,0004,202505,1819
10300,0099,0004,202506,1204
10300,0099,0004,202507,1187
10300,0099,0004,202508,1163
10300,0099,0004,202509,933
10300,0099,0004,202510,968
10300,0099,0004,202511,1434
10300,0100,0002,202501,3012
10300,0100,0002,202502,3892
10300,0100,0002,202503,3006
10300,0100,0002,202504,1651
10300,0100,0002,202505,730
10300,0100,0002,202506,246
10300,0100,0002,202507,175
10300,0100,0002,202508,105
10300,0100,0002,202509,82
10300,0100,0002,202510,82
10300,0100,0002,202511,466
10300,0100,0004,202501,5670
10300,0100,0004,202502,6876
10300,0100,0004,202503,5965
10300,0100,0004,202504,3976
10300,0100,0004,202505,2046
10300,0100,0004,202506,1006
10300,0100,0004,202507,594
10300,0100,0004,202508,489
10300,0100,0004,202509,385
10300,0100,0004,202510,421
10300,0100,0004,202511,1225
10300,0100,0017,202501,3200
10300,0100,0017,202502,3503
10300,0100,0017,202503,3018
10300,0100,0017,202504,1675
10300,0100,0017,202505,551
10300,0100,0017,202506,199
10300,0100,0017,202507,116
10300,0100,0017,202508,81
10300,0100,0017,202509,82
10300,0100,0017,202510,82
10300,0100,0017,202511,548
10300,0100,0032,202501,3447
10300,0100,0032,202502,4518
10300,0100,0032,202503,3796
10300,0100,0032,202504,2712
10300,0100,0032,202505,1432
10300,0100,0032,202506,935
10300,0100,0032,202507,802
10300,0100,0032,202508,826
10300,0100,0032,202509,595
10300,0100,0032,202510,769
10300,0100,0032,202511,875
10300,0100,0034,202501,1388
10300,0100,0034,202502,1768
10300,0100,0034,202503,1320
10300,0100,0034,202504,707
10300,0100,0034,202505,575
10300,0100,0034,202506,409
10300,0100,0034,202507,233
10300,0100,0034,202508,151
10300,0100,0034,202509,105
10300,0100,0034,202510,117
10300,0100,0034,202511,326
10300,0103,0006,202501,2754
10300,0103,0006,202502,3409
10300,0103,0006,202503,3124
10300,0103,0006,202504,2253
10300,0103,0006,202505,1607
10300,0103,0006,202506,667
10300,0103,0006,202507,291
10300,0103,0006,202508,210
10300,0103,0006,202509,176
10300,0103,0006,202510,210
10300,0103,0006,202511,630
10300,0103,0015,202501,1505
10300,0103,0015,202502,1781
10300,0103,0015,202503,1309
10300,0103,0015,202504,1297
10300,0103,0015,202505,610
10300,0103,0015,202506,199
10300,0103,0015,202507,116
10300,0103,0015,202508,116
10300,0103,0015,202509,70
10300,0103,0015,202510,70
10300,0103,0015,202511,234
10300,0103,0027,202501,2235
10300,0103,0027,202502,2560
10300,0103,0027,202503,2452
10300,0103,0027,202504,1793
10300,0103,0027,202505,1079
10300,0103,0027,202506,526
10300,0103,0027,202507,210
10300,0103,0027,202508,105
10300,0103,0027,202509,70
10300,0103,0027,202510,152
10300,0103,0027,202511,537
10300,0104,0002,202501,1329
10300,0104,0002,202502,2076
10300,0104,0002,202503,1874
10300,0104,0002,202504,955
10300,0104,0002,202505,364
10300,0104,0002,202506,117
10300,0104,0002,202507,268
10300,0104,0002,202508,47
10300,0104,0002,202509,23
10300,0104,0002,202510,35
10300,0104,0002,202511,140
10300,0104,0003,202501,7141
10300,0104,0003,202502,7443
10300,0104,0003,202503,6283
10300,0104,0003,202504,6404
10300,0104,0003,202505,7825
10300,0104,0003,202506,5977
10300,0104,0003,202507,6364
10300,0104,0003,202508,7141
10300,0104,0003,202509,5271
10300,0104,0003,202510,6460
10300,0104,0003,202511,5831
10300,0105,0006,202501,1953
10300,0105,0006,202502,2477
10300,0105,0006,202503,2853
10300,0105,0006,202504,1309
10300,0105,0006,202505,704
10300,0105,0006,202506,351
10300,0105,0006,202507,186
10300,0105,0006,202508,70
10300,0105,0006,202509,58
10300,0105,0006,202510,70
10300,0105,0006,202511,303
10300,0105,0013,202501,694
10300,0105,0013,202502,873
10300,0105,0013,202503,1168
10300,0105,0013,202504,424
10300,0105,0013,202505,446
10300,0105,0013,202506,199
10300,0105,0013,202507,221
10300,0105,0013,202508,198
10300,0105,0013,202509,164
10300,0105,0013,202510,70
10300,0105,0013,202511,117
10300,0105,0025,202501,3647
10300,0105,0025,202502,4942
10300,0105,0025,202503,5564
10300,0105,0025,202504,2901
10300,0105,0025,202505,1372
10300,0105,0025,202506,503
10300,0105,0025,202507,23
10300,0105,0025,202508,117
10300,0105,0025,202509,140
10300,0105,0025,202510,163
10300,0105,0025,202511,164
10300,0106,0025,202501,3270
10300,0106,0025,202502,4175
10300,0106,0025,202503,4302
10300,0106,0025,202504,2382
10300,0106,0025,202505,1114
10300,0106,0025,202506,421
10300,0106,0025,202507,244
10300,0106,0025,202508,151
10300,0106,0025,202509,93
10300,0106,0025,202510,152
10300,0106,0025,202511,315
10300,0107,0002,202501,31993
10300,0107,0002,202502,30557
10300,0107,0002,202503,24163
10300,0107,0002,202504,13513
10300,0107,0002,202505,5479
10300,0107,0002,202506,3464
10300,0107,0002,202507,2364
10300,0107,0002,202508,1933
10300,0107,0002,202509,1668
10300,0107,0002,202510,2204
10300,0107,0002,202511,7315
10300,0109,0028,202501,5054
10300,0109,0028,202502,5024
10300,0109,0028,202503,4762
10300,0109,0028,202504,2914
10300,0109,0028,202505,2393
10300,0109,0028,202506,1906
10300,0109,0028,202507,1617
10300,0109,0028,202508,1221
10300,0109,0028,202509,991
10300,0109,0028,202510,921
10300,0109,0028,202511,1411
10300,0109,0029,202501,2282
10300,0109,0029,202502,2736
10300,0109,0029,202503,3701
10300,0109,0029,202504,1226
10300,0109,0029,202505,657
10300,0109,0029,202506,550
10300,0109,0029,202507,314
10300,0109,0029,202508,93
10300,0109,0029,202509,12
10300,0109,0029,202510,58
10300,0109,0029,202511,350
10300,0110,0001,202501,3082
10300,0110,0001,202502,3845
10300,0110,0001,202503,3784
10300,0110,0001,202504,2276
10300,0110,0001,202505,1619
10300,0110,0001,202506,760
10300,0110,0001,202507,466
10300,0110,0001,202508,292
10300,0110,0001,202509,222
10300,0110,0001,202510,164
10300,0110,0001,202511,327
10300,0110,0013,202501,1859
10300,0110,0013,202502,1828
10300,0110,0013,202503,1639
10300,0110,0013,202504,1769
10300,0110,0013,202505,2018
10300,0110,0013,202506,1813
10300,0110,0013,202507,1419
10300,0110,0013,202508,1616
10300,0110,0013,202509,1073
10300,0110,0013,202510,1143
10300,0110,0013,202511,1341
10300,0118,0003,202510,3393
10300,0118,0003,202511,4467
10300,0118,0004,202501,5918
10300,0118,0004,202502,6770
10300,0118,0004,202503,7038
10300,0118,0004,202504,3609
10300,0118,0004,202505,2006
10300,0118,0004,202506,948
10300,0118,0004,202507,477
10300,0118,0004,202508,407
10300,0118,0004,202509,350
10300,0118,0004,202510,396
10300,0118,0004,202511,805
10300,0118,0005,202510,1096
10300,0118,0005,202511,2379
10300,0121,0003,202501,1282
10300,0121,0003,202502,778
10300,0121,0003,202503,1709
10300,0121,0003,202504,1887
10300,0121,0003,202505,751
10300,0121,0003,202506,807
10300,0121,0003,202507,419
10300,0121,0003,202508,674
10300,0121,0003,202509,525
10300,0121,0003,202510,676
10300,0121,0003,202511,408
10300,0122,0007,202501,5318
10300,0122,0007,202502,7477
10300,0122,0007,202503,6496
10300,0122,0007,202504,3692
10300,0122,0007,202505,2991
10300,0122,0007,202506,2772
10300,0122,0007,202507,955
10300,0122,0007,202508,362
10300,0122,0007,202509,351
10300,0122,0007,202510,385
10300,0122,0007,202511,898
10300,0122,0008,202501,435
10300,0122,0008,202502,531
10300,0122,0008,202503,413
10300,0122,0008,202504,318
10300,0122,0008,202505,246
10300,0122,0008,202506,304
10300,0122,0008,202507,303
10300,0122,0008,202508,349
10300,0122,0008,202509,338
10300,0122,0008,202510,315
10300,0122,0008,202511,292
10300,0122,0018,202501,2835
10300,0122,0018,202502,3350
10300,0122,0018,202503,3548
10300,0122,0018,202504,2453
10300,0122,0018,202505,1419
10300,0122,0018,202506,655
10300,0122,0018,202507,512
10300,0122,0018,202508,395
10300,0122,0018,202509,315
10300,0122,0021,202501,26022
10300,0122,0021,202502,26692
10300,0122,0021,202503,30272
10300,0122,0021,202504,24214
10300,0122,0021,202505,20999
10300,0122,0021,202506,9731
10300,0122,0021,202507,5282
10300,0122,0021,202508,3489
10300,0122,0021,202509,2542
10300,0122,0021,202510,3008
10300,0122,0021,202511,7499
10300,0122,0022,202501,20516
10300,0122,0022,202502,28438
10300,0122,0022,202503,35141
10300,0122,0022,202504,22822
10300,0122,0022,202505,14981
10300,0122,0022,202506,8959
10300,0122,0022,202507,4794
10300,0122,0022,202508,3442
10300,0122,0022,202509,3440
10300,0122,0022,202510,3172
10300,0122,0022,202511,7417
10300,0122,0026,202501,12858
10300,0122,0026,202502,14260
10300,0122,0026,202503,17388
10300,0122,0026,202504,10025
10300,0122,0026,202505,9913
10300,0122,0026,202506,4948
10300,0122,0026,202507,3339
10300,0122,0026,202508,2024
10300,0122,0026,202509,945
10300,0122,0026,202510,1411
10300,0122,0026,202511,3755
10300,0123,0016,202501,18586
10300,0123,0016,202502,18215
10300,0123,0016,202503,15714
10300,0123,0016,202504,7995
10300,0123,0016,202505,5866
10300,0123,0016,202506,2532
10300,0123,0016,202507,1314
10300,0123,0016,202508,1199
10300,0123,0016,202509,957
10300,0123,0016,202510,1480
10300,0123,0016,202511,5529
10300,0123,0023,202501,1494
10300,0123,0023,202502,1781
10300,0123,0023,202503,1969
10300,0123,0023,202504,1345
10300,0123,0023,202505,1068
10300,0123,0023,202506,444
10300,0123,0023,202507,81
10300,0123,0023,202508,35
10300,0123,0023,202509,35
10300,0123,0023,202510,35
10300,0123,0023,202511,58
10300,0124,0023,202501,3494
10300,0124,0023,202502,4069
10300,0124,0023,202503,4137
10300,0124,0023,202504,1734
10300,0124,0023,202505,798
10300,0124,0023,202506,421
10300,0124,0023,202507,221
10300,0124,0023,202508,105
10300,0124,0023,202509,94
10300,0124,0023,202510,116
10300,0124,0023,202511,221
10300,0125,0020,202501,306
10300,0125,0020,202502,425
10300,0125,0020,202503,1662
10300,0125,0020,202504,342
10300,0125,0020,202505,340
10300,0125,0020,202506,257
10300,0125,0020,202507,81
10300,0125,0020,202508,23
10300,0125,0020,202509,12
10300,0125,0020,202510,23
10300,0125,0020,202511,105
10300,0125,0022,202501,682
10300,0125,0022,202502,1664
10300,0125,0022,202503,2322
10300,0125,0022,202504,1368
10300,0125,0022,202505,516
10300,0125,0022,202506,432
10300,0125,0022,202507,361
10300,0125,0022,202508,267
10300,0125,0022,202509,210
10300,0125,0022,202510,268
10300,0125,0022,202511,338
10300,0125,0028,202501,1988
10300,0125,0028,202502,1910
10300,0125,0028,202503,1734
10300,0125,0028,202504,1026
10300,0125,0028,202505,1466
10300,0125,0028,202506,538
10300,0125,0028,202507,384
10300,0125,0028,202508,465
10300,0125,0028,202509,292
10300,0125,0028,202510,128
10300,0125,0028,202511,117
10300,0126,0008,202501,2835
10300,0126,0008,202502,2725
10300,0126,0008,202503,3288
10300,0126,0008,202504,1592
10300,0126,0008,202505,516
10300,0126,0008,202506,316
10300,0126,0008,202507,350
10300,0126,0008,202508,186
10300,0126,0008,202509,175
10300,0126,0008,202510,175
10300,0126,0008,202511,279
10300,0126,0009,202501,59
10300,0126,0009,202502,71
10300,0126,0009,202503,35
10300,0126,0009,202505,539
10300,0126,0009,202506,187
10300,0126,0009,202507,105
10300,0126,0009,202508,58
10300,0126,0009,202509,47
10300,0126,0009,202510,58
10300,0126,0009,202511,175
10300,0126,0015,202501,1741
10300,0126,0015,202502,1911
10300,0126,0015,202503,2169
10300,0126,0015,202504,1203
10300,0126,0015,202505,610
10300,0126,0015,202506,58
10300,0126,0015,202507,23
10300,0126,0015,202508,12
10300,0126,0015,202511,70
10300,0170,0011,202501,1247
10300,0170,0011,202502,1746
10300,0170,0011,202503,2063
10300,0170,0011,202504,743
10300,0170,0011,202505,469
10300,0170,0011,202506,269
10300,0170,0011,202507,23
10300,0170,0011,202511,187
10300,0170,0025,202501,12
10300,0170,0025,202502,35
10300,0170,0025,202504,12
10300,0170,0025,202505,12
10300,0170,0025,202507,12
10300,0170,0025,202508,58
10300,0170,0025,202509,187
10300,0170,0025,202510,58
10300,0170,0026,202501,10051
10300,0170,0026,202502,16159
10300,0170,0026,202503,18649
10300,0170,0026,202504,11771
10300,0170,0026,202505,7097
10300,0170,0026,202506,4316
10300,0170,0026,202507,2711
10300,0170,0026,202508,1803
10300,0170,0026,202509,1912
10300,0170,0026,202510,1737
10300,0170,0026,202511,2717
10300,0170,0035,202501,3058
10300,0170,0035,202502,2925
10300,0170,0035,202503,4126
10300,0170,0035,202504,2383
10300,0170,0035,202505,1372
10300,0170,0035,202506,35
10300,0170,0035,202507,350
10300,0170,0035,202508,221
10300,0170,0035,202509,152
10300,0170,0035,202510,222
10300,0170,0035,202511,747
10300,0171,0004,202501,541
10300,0171,0004,202502,118
10300,0171,0004,202503,731
10300,0171,0004,202504,177
10300,0171,0004,202505,94
10300,0171,0004,202506,188
10300,0171,0018,202501,45458
10300,0171,0018,202502,48793
10300,0171,0018,202503,49786
10300,0171,0018,202504,33889
10300,0171,0018,202505,19445
10300,0171,0018,202506,7797
10300,0171,0018,202507,29796
10300,0171,0018,202508,48890
10300,0171,0018,202509,50485
10300,0171,0018,202510,51039
10300,0171,0018,202511,7538
10300,0172,0024,202501,18540
10300,0172,0024,202502,20252
10300,0172,0024,202503,22138
10300,0172,0024,202504,15462
10300,0172,0024,202505,10394
10300,0172,0024,202506,6129
10300,0172,0024,202507,4014
10300,0172,0024,202508,2454
10300,0172,0024,202509,2857
10300,0172,0024,202510,2670
10300,0172,0024,202511,4432
10300,0172,0047,202501,1341
10300,0172,0047,202502,2052
10300,0172,0047,202503,2381
10300,0172,0047,202504,1392
10300,0172,0047,202505,504
10300,0172,0047,202506,70
10300,0172,0047,202507,81
10300,0172,0047,202508,47
10300,0172,0047,202509,35
10300,0172,0047,202510,23
10300,0172,0047,202511,35
10300,0207,0007,202501,12246
10300,0207,0007,202502,18187
10300,0207,0007,202503,23388
10300,0207,0007,202504,16878
10300,0207,0007,202505,8236
10300,0207,0007,202506,3544
10300,0207,0007,202507,4025
10300,0207,0007,202508,1128
10300,0207,0007,202509,2764
10300,0207,0007,202510,2192
10300,0207,0007,202511,4023
10300,0207,0011,202501,94
