관리번호_PK,주용도코드명,연면적_sqm,세대수_세대,가구수_가구,착공일,사용년월,사용량_KWh
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202501,3377
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202502,3542
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202503,2656
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202504,1634
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202505,732
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202506,727
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202507,914
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202508,1173
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202509,1104
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202510,751
10100-0001-0009,제2종근린생활시설,493.92,0,1,,202511,847
10100-0001-0012,판매시설,1591.76,9,0,,202501,8909
10100-0001-0012,판매시설,1591.76,9,0,,202502,9938
10100-0001-0012,판매시설,1591.76,9,0,,202503,7482
10100-0001-0012,판매시설,1591.76,9,0,,202504,8113
10100-0001-0012,판매시설,1591.76,9,0,,202505,10436
10100-0001-0012,판매시설,1591.76,9,0,,202506,9940
10100-0001-0012,판매시설,1591.76,9,0,,202507,10311
10100-0001-0012,판매시설,1591.76,9,0,,202508,10593
10100-0001-0012,판매시설,1591.76,9,0,,202509,11057
10100-0001-0012,판매시설,1591.76,9,0,,202510,8943
10100-0001-0012,판매시설,1591.76,9,0,,202511,6801
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202501,626
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202502,599
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202503,380
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202504,294
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202505,211
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202506,173
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202507,265
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202508,257
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202509,282
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202510,185
10100-0001-0017,제2종근린생활시설,184.38,0,0,19991028,202511,357
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202501,1949
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202502,1679
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202503,1083
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202504,1161
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202505,840
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202506,804
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202507,1057
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202508,1167
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202509,1186
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202510,772
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202511,949
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202501,2475
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202502,2621
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202503,1828
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202504,1360
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202505,959
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202506,1001
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202507,1701
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202508,1986
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202509,2030
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202510,980
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202511,1019
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202501,2070
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202502,1880
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202503,1600
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202504,1746
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202505,1635
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202506,1862
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202507,2749
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202508,3041
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202509,2667
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202510,1626
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202511,1688
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202501,1111
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202502,1295
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202503,836
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202504,671
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202505,478
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202506,512
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202507,673
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202508,735
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202509,958
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202510,668
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202511,523
10100-0001-0036,노유자시설,185.82,1,0,20020904,202501,416
10100-0001-0036,노유자시설,185.82,1,0,20020904,202502,425
10100-0001-0036,노유자시설,185.82,1,0,20020904,202503,450
10100-0001-0036,노유자시설,185.82,1,0,20020904,202504,436
10100-0001-0036,노유자시설,185.82,1,0,20020904,202505,433
10100-0001-0036,노유자시설,185.82,1,0,20020904,202506,514
10100-0001-0036,노유자시설,185.82,1,0,20020904,202507,668
10100-0001-0036,노유자시설,185.82,1,0,20020904,202508,876
10100-0001-0036,노유자시설,185.82,1,0,20020904,202509,606
10100-0001-0036,노유자시설,185.82,1,0,20020904,202510,373
10100-0001-0036,노유자시설,185.82,1,0,20020904,202511,399
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202501,5095
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202502,4994
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202503,4322
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202504,4749
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202505,4846
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202506,5298
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202507,5745
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202508,6360
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202509,6052
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202510,5094
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202511,4840
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202501,1743
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202502,1931
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202503,1333
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202504,1173
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202505,1154
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202506,1272
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202507,1579
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202508,1760
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202509,1695
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202510,1239
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202511,1100
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202501,1066
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202502,1301
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202503,903
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202504,652
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202505,467
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202506,508
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202507,847
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202508,998
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202509,1030
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202510,506
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202511,566
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202501,1245
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202502,1319
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202503,1174
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202504,1274
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202505,1281
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202506,1655
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202507,2367
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202508,2714
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202509,2754
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202510,1616
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202511,1262
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202501,9452
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202502,8092
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202503,6826
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202504,5373
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202505,5132
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202506,6362
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202507,9245
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202508,10148
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202509,9393
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202510,5093
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202511,4713
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202501,2841
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202502,2645
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202503,2237
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202504,2059
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202505,1966
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202506,2801
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202507,3937
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202508,4122
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202509,4480
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202510,2765
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202511,2088
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202501,7595
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202502,7932
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202503,7144
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202504,8435
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202505,9319
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202506,9480
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202507,14357
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202508,15539
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202509,15954
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202510,14539
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202511,9667
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202501,1724
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202502,1870
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202503,1672
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202504,1152
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202505,990
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202506,1076
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202507,1604
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202508,1618
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202509,1794
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202510,979
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202511,988
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202501,1939
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202502,2182
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202503,1729
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202504,1501
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202505,1440
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202506,1722
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202507,2214
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202508,2380
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202509,2467
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202510,1716
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202511,1547
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202501,1165
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202502,1225
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202503,1067
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202504,976
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202505,817
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202506,897
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202507,1190
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202508,1284
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202509,1356
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202510,954
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202511,911
10100-0005-0001,숙박시설,984.822,0,0,19950615,202501,19572
10100-0005-0001,숙박시설,984.822,0,0,19950615,202502,17291
10100-0005-0001,숙박시설,984.822,0,0,19950615,202503,8085
10100-0005-0001,숙박시설,984.822,0,0,19950615,202504,4773
10100-0005-0001,숙박시설,984.822,0,0,19950615,202505,4596
10100-0005-0001,숙박시설,984.822,0,0,19950615,202506,5046
10100-0005-0001,숙박시설,984.822,0,0,19950615,202507,6329
10100-0005-0001,숙박시설,984.822,0,0,19950615,202508,6773
10100-0005-0001,숙박시설,984.822,0,0,19950615,202509,6759
10100-0005-0001,숙박시설,984.822,0,0,19950615,202510,5021
10100-0005-0001,숙박시설,984.822,0,0,19950615,202511,4884
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202501,6236
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202502,6083
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202503,4937
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202504,4483
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202505,4229
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202506,5018
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202507,6104
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202508,6307
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202509,5894
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202510,4107
10100-0005-0002,제2종근린생활시설,255.6,0,0,19990422,202511,4066
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202501,2279
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202502,2200
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202503,1826
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202504,1565
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202505,1381
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202506,1335
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202507,1926
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202508,2272
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202509,2405
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202510,1230
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202511,1826
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202501,8536
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202502,8830
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202503,7236
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202504,7373
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202505,7289
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202506,8458
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202507,9877
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202508,11078
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202509,10906
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202510,8298
10100-0005-0004,제1종근린생활시설,996.78,0,0,20101030,202511,7099
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202501,5774
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202502,6332
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202503,5392
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202504,4542
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202505,3329
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202506,3559
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202507,5180
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202508,5803
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202509,5881
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202510,3550
10100-0005-0005,제2종근린생활시설,1145.34,0,1,,202511,3841
10100-0005-0008,의료시설,1994.04,0,0,,202501,46836
10100-0005-0008,의료시설,1994.04,0,0,,202502,45168
10100-0005-0008,의료시설,1994.04,0,0,,202503,35714
10100-0005-0008,의료시설,1994.04,0,0,,202504,27696
10100-0005-0008,의료시설,1994.04,0,0,,202505,20073
10100-0005-0008,의료시설,1994.04,0,0,,202506,24720
10100-0005-0008,의료시설,1994.04,0,0,,202507,31133
10100-0005-0008,의료시설,1994.04,0,0,,202508,36292
10100-0005-0008,의료시설,1994.04,0,0,,202509,37077
10100-0005-0008,의료시설,1994.04,0,0,,202510,25226
10100-0005-0008,의료시설,1994.04,0,0,,202511,26957
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202501,3355
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202502,3426
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202503,2881
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202504,1945
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202505,1165
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202506,1156
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202507,2112
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202508,2448
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202509,2154
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202510,1043
10100-0005-0010,제2종근린생활시설,466.92,0,0,19951106,202511,1603
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202501,2540
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202502,2521
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202503,2149
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202504,3298
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202505,3217
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202506,4056
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202507,5893
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202508,6537
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202509,6407
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202510,3746
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202511,3089
10100-0010-0001,업무시설,5957.32,0,0,19970412,202501,52251
10100-0010-0001,업무시설,5957.32,0,0,19970412,202502,52168
10100-0010-0001,업무시설,5957.32,0,0,19970412,202503,43276
10100-0010-0001,업무시설,5957.32,0,0,19970412,202504,36911
10100-0010-0001,업무시설,5957.32,0,0,19970412,202505,29524
10100-0010-0001,업무시설,5957.32,0,0,19970412,202506,32109
10100-0010-0001,업무시설,5957.32,0,0,19970412,202507,47718
10100-0010-0001,업무시설,5957.32,0,0,19970412,202508,53751
10100-0010-0001,업무시설,5957.32,0,0,19970412,202509,50191
10100-0010-0001,업무시설,5957.32,0,0,19970412,202510,32662
10100-0010-0001,업무시설,5957.32,0,0,19970412,202511,33520
10100-0010-0002,업무시설,4118.93,0,0,,202501,17587
10100-0010-0002,업무시설,4118.93,0,0,,202502,17367
10100-0010-0002,업무시설,4118.93,0,0,,202503,15347
10100-0010-0002,업무시설,4118.93,0,0,,202504,12621
10100-0010-0002,업무시설,4118.93,0,0,,202505,10023
10100-0010-0002,업무시설,4118.93,0,0,,202506,12941
10100-0010-0002,업무시설,4118.93,0,0,,202507,19630
10100-0010-0002,업무시설,4118.93,0,0,,202508,20281
10100-0010-0002,업무시설,4118.93,0,0,,202509,22215
10100-0010-0002,업무시설,4118.93,0,0,,202510,13500
10100-0010-0002,업무시설,4118.93,0,0,,202511,13674
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202501,6045
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202502,5836
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202503,4440
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202504,3534
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202505,3446
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202506,4411
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202507,5897
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202508,6509
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202509,6360
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202510,4023
10100-0018-0000,제1종근린생활시설,532.9,0,0,20090905,202511,3524
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202501,29820
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202502,28701
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202503,22689
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202504,17444
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202505,14662
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202506,19593
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202507,27319
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202508,28029
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202509,27775
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202510,16502
10100-0018-0001,제1종근린생활시설,2187.9,0,0,20080611,202511,15806
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202501,6044
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202502,6113
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202503,4639
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202504,4319
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202505,3992
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202506,4539
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202507,4519
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202508,4663
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202509,4756
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202510,3184
10100-0018-0002,제2종근린생활시설,433.134,0,0,20010302,202511,2968
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202501,3021
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202502,2898
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202503,2545
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202504,2109
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202505,1958
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202506,2586
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202507,3846
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202508,4482
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202509,4528
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202510,2678
10100-0018-0004,제2종근린생활시설,369.6,0,0,19970520,202511,1971
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202501,2752
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202502,2725
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202503,2148
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202504,1408
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202505,1005
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202506,1163
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202507,1768
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202508,1968
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202509,1978
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202510,1133
10100-0018-0012,제1종근린생활시설,294.87,0,1,19920811,202511,989
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202501,3516
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202502,3753
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202503,3240
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202504,3043
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202505,2744
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202506,2966
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202507,3549
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202508,4149
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202509,3649
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202510,2858
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202511,3354
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202501,2082
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202502,1370
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202503,423
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202504,551
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202505,587
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202506,534
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202507,724
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202508,782
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202509,804
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202510,605
10100-0018-0035,제1종근린생활시설,187.16,0,1,,202511,327
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202501,679
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202502,658
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202503,596
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202504,489
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202505,382
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202506,353
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202507,391
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202508,533
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202509,593
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202510,400
10100-0018-0049,제1종근린생활시설,184.86,0,1,,202511,677
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202501,876
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202502,952
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202503,831
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202504,907
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202505,889
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202506,1160
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202507,1731
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202508,1892
