관리번호_PK,주용도코드명,연면적_sqm,세대수_세대,가구수_가구,착공일,사용년월,사용량_KWh
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202501,1741
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202502,2642
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202503,3229
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202504,1380
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202505,575
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202506,374
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202507,268
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202508,221
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202509,140
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202510,128
10100-0001-0022,제1종근린생활시설,283.17,0,1,,202511,315
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202501,94
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202502,377
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202503,802
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202504,94
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202505,70
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202506,82
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202507,35
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202508,12
10100-0001-0026,제1종근린생활시설,363.8,0,1,,202511,47
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202501,5670
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202502,6498
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202503,7828
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202504,4505
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202505,3016
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202506,1252
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202507,896
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202508,558
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202509,361
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202510,385
10100-0001-0028,제2종근린생활시설,382.68,0,1,,202511,1551
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202501,2059
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202502,2288
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202503,2841
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202504,1215
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202505,1044
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202506,421
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202507,256
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202508,163
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202509,152
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202510,129
10100-0001-0029,제1종근린생활시설,181.48,0,1,,202511,280
10100-0001-0036,노유자시설,185.82,1,0,20020904,202501,3376
10100-0001-0036,노유자시설,185.82,1,0,20020904,202502,3527
10100-0001-0036,노유자시설,185.82,1,0,20020904,202503,4857
10100-0001-0036,노유자시설,185.82,1,0,20020904,202504,2489
10100-0001-0036,노유자시설,185.82,1,0,20020904,202505,1818
10100-0001-0036,노유자시설,185.82,1,0,20020904,202506,866
10100-0001-0036,노유자시설,185.82,1,0,20020904,202507,512
10100-0001-0036,노유자시설,185.82,1,0,20020904,202508,384
10100-0001-0036,노유자시설,185.82,1,0,20020904,202509,361
10100-0001-0036,노유자시설,185.82,1,0,20020904,202510,513
10100-0001-0036,노유자시설,185.82,1,0,20020904,202511,735
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202501,3200
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202502,3279
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202503,3819
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202504,1875
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202505,1044
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202506,433
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202507,209
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202508,163
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202509,82
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202510,128
10100-0002-0012,제2종근린생활시설,445.27,0,1,19960307,202511,420
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202501,2176
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202502,2111
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202503,2818
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202504,1050
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202505,786
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202506,199
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202507,187
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202508,152
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202509,128
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202510,140
10100-0003-0002,제1종근린생활시설,177.14,0,1,,202511,292
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202501,1812
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202502,2241
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202503,2935
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202504,1545
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202505,1032
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202506,234
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202507,256
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202508,244
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202509,140
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202510,257
10100-0003-0009,제1종근린생활시설,186.11,0,1,,202511,700
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202501,3706
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202502,3373
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202503,4221
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202504,2181
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202505,1560
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202506,608
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202507,232
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202508,256
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202509,245
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202510,256
10100-0003-0012,제1종근린생활시설,178.19,0,1,,202511,432
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202501,8011
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202502,7289
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202503,7769
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202504,8091
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202505,8705
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202506,7462
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202507,7400
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202508,6338
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202509,6157
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202510,4722
10100-0003-0016,제2종근린생활시설,277.15,0,0,20080929,202511,4758
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202501,6117
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202502,6039
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202503,7285
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202504,4754
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202505,4821
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202506,3217
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202507,3037
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202508,2314
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202509,1970
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202510,2286
10100-0004-0004,제2종근린생활시설,321.38,0,1,,202511,3032
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202501,4305
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202502,4352
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202503,5281
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202504,2630
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202505,1408
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202506,550
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202507,233
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202508,128
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202509,116
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202510,128
10100-0004-0006,제2종근린생활시설,699.86,0,1,,202511,630
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202501,2106
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202502,2253
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202503,2724
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202504,979
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202505,598
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202506,129
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202507,23
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202508,24
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202509,23
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202510,12
10100-0004-0011,제1종근린생활시설,367.76,0,1,19920316,202511,256
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202501,1789
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202502,1380
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202503,1733
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202504,1439
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202505,1583
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202506,1919
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202507,1815
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202508,1070
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202509,770
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202510,758
10100-0004-0012,제1종근린생활시설,191.51,0,1,,202511,1120
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202501,1976
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202502,2206
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202503,2865
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202504,1050
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202505,973
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202506,339
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202507,128
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202508,70
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202509,58
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202510,116
10100-0004-0015,제1종근린생활시설,222.73,0,1,,202511,420
10100-0005-0001,숙박시설,984.822,0,0,19950615,202501,12105
10100-0005-0001,숙박시설,984.822,0,0,19950615,202502,11701
10100-0005-0001,숙박시설,984.822,0,0,19950615,202503,19286
10100-0005-0001,숙박시설,984.822,0,0,19950615,202504,18435
10100-0005-0001,숙박시설,984.822,0,0,19950615,202505,6300
10100-0005-0001,숙박시설,984.822,0,0,19950615,202506,2901
10100-0005-0001,숙박시설,984.822,0,0,19950615,202507,1990
10100-0005-0001,숙박시설,984.822,0,0,19950615,202508,1326
10100-0005-0001,숙박시설,984.822,0,0,19950615,202509,268
10100-0005-0001,숙박시설,984.822,0,0,19950615,202510,431
10100-0005-0001,숙박시설,984.822,0,0,19950615,202511,1808
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202501,5188
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202502,5202
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202503,7132
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202504,3444
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202505,2123
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202506,1100
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202507,454
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202508,291
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202509,222
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202510,257
10100-0005-0003,제2종근린생활시설,811.8,0,0,,202511,1283
10100-0005-0008,의료시설,1994.04,0,0,,202501,12740
10100-0005-0008,의료시설,1994.04,0,0,,202502,8823
10100-0005-0008,의료시설,1994.04,0,0,,202503,10940
10100-0005-0008,의료시설,1994.04,0,0,,202504,8291
10100-0005-0008,의료시설,1994.04,0,0,,202505,9244
10100-0005-0008,의료시설,1994.04,0,0,,202506,6573
10100-0005-0008,의료시설,1994.04,0,0,,202507,6376
10100-0005-0008,의료시설,1994.04,0,0,,202508,7257
10100-0005-0008,의료시설,1994.04,0,0,,202509,7125
10100-0005-0008,의료시설,1994.04,0,0,,202510,6915
10100-0005-0008,의료시설,1994.04,0,0,,202511,8105
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202501,3835
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202502,5437
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202503,6402
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202504,3279
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202505,1009
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202506,421
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202507,58
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202508,70
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202509,58
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202510,152
10100-0006-0020,제1종근린생활시설,363.15,0,1,19950901,202511,327
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202501,718
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202502,908
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202503,1627
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202504,1120
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202505,469
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202506,409
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202507,349
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202508,209
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202509,163
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202510,210
10100-0018-0018,제1종근린생활시설,297.46,0,1,,202511,362
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202501,2518
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202502,3610
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202503,4951
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202504,2783
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202505,1560
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202506,818
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202507,442
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202508,303
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202509,268
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202510,327
10100-0018-0058,제1종근린생활시설,182.73,0,1,,202511,770
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202501,2541
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202502,1864
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202503,2582
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202504,1580
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202505,457
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202506,199
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202507,105
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202508,82
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202509,82
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202510,82
10100-0018-0062,제1종근린생활시설,196.6,0,1,,202511,291
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202501,2353
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202502,2359
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202503,2357
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202504,2359
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202505,2347
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202506,1755
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202507,1746
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202508,1744
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202509,1749
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202510,2332
10100-0018-0077,제2종근린생활시설,222.46,0,1,19990802,202511,2332
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202501,1718
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202502,1911
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202503,2452
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202504,1533
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202505,1138
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202506,784
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202507,303
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202508,140
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202509,93
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202510,105
10100-0018-0083,제2종근린생활시설,364.615,0,1,,202511,222
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202501,1553
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202502,1887
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202503,2452
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202504,1109
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202505,1032
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202506,409
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202507,186
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202508,174
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202509,152
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202510,105
10100-0018-0097,제2종근린생활시설,183.34,0,1,20021212,202511,163
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202501,600
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202502,590
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202503,1061
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202504,307
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202505,188
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202506,70
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202507,47
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202508,47
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202509,23
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202510,35
10100-0018-0099,제2종근린생활시설,650.07,0,0,19920713,202511,128
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202501,2447
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202502,2713
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202503,3418
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202504,1816
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202505,950
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202506,573
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202507,209
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202508,23
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202509,23
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202510,70
10100-0018-0101,제1종근린생활시설,391.699,0,1,,202511,455
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202501,1941
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202502,1581
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202503,2346
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202504,1321
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202505,903
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202506,386
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202507,268
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202508,256
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202509,210
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202510,222
10100-0018-0110,제1종근린생활시설,363.2,0,1,,202511,338
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202501,2294
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202502,2418
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202503,3124
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202504,1569
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202505,821
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202506,257
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202507,186
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202508,140
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202509,82
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202510,128
10100-0018-0141,제1종근린생활시설,388.63,0,1,19960329,202511,198
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202501,7105
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202502,7868
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202503,9618
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202504,6204
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202505,5267
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202506,3812
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202507,3606
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202508,3175
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202509,4326
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202510,3125
10100-0018-0167,제1종근린생활시설,485.3,0,1,,202511,3920
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202501,1541
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202502,2442
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202503,3006
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202504,625
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202505,422
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202506,246
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202507,81
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202508,12
10100-0018-0196,제1종근린생활시설,457.34,0,1,,202511,35
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202501,4858
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202502,4859
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202503,6154
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202504,3986
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202505,2428
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202506,1918
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202507,2025
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202508,1838
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202509,1726
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202510,1807
10100-0018-0197,제1종근린생활시설,494.59,0,1,20040322,202511,2461
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202501,3623
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202502,3786
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202503,5210
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202504,2159
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202505,938
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202506,421
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202507,361
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202508,291
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202509,198
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202510,245
10100-0018-0198,제2종근린생활시설,494.25,0,0,20220310,202511,338
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202501,2988
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202502,2949
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202503,3619
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202504,1451
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202505,821
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202506,175
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202507,198
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202508,12
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202509,35
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202510,58
10100-0018-0204,제2종근린생활시설,494.28,0,1,19960803,202511,327
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202501,3282
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202502,3479
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202503,4386
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202504,2288
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202505,1326
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202506,924
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202507,780
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202508,396
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202509,501
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202510,513
10100-0018-0206,제2종근린생활시설,493.02,0,1,19950630,202511,1283
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202501,6776
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202502,6770
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202503,6590
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202504,4895
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202505,5373
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202506,4773
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202507,4747
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202508,4629
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202509,4653
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202510,4081
10100-0018-0233,제2종근린생활시설,212.86,0,0,20090521,202511,5668
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202501,59
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202502,47
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202503,59
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202504,35
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202505,47
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202506,35
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202507,47
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202508,47
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202509,58
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202510,35
10100-0018-0234,제1종근린생활시설,121.85,0,0,,202511,47
10100-0018-0237,제1종근린생활시설,283.63,0,1,19940512,202501,3940
10100-0018-0237,제1종근린생활시설,283.63,0,1,19940512,202502,4281
